Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
1785,3046.0,4,3,1,1957,Suburban,Excellent,Yes,576069
1786,2687.0,5,5,2,2006,Rural,Fair,No,484197
1787,848.0,1,1,2,1999,Suburban,Good,Yes,153933
1788,2370.0,5,5,2,1998,Suburban,Good,No,457286
1789,1461.0,2,2,1,1970,Downtown,Fair,No,288327
1790,2163.0,4,4,1,1985,Suburban,Excellent,Yes,499002
1791,1453.0,2,1,1,2020,Downtown,Good,Yes,352141
1792,2604.0,4,4,2,2018,Suburban,Fair,No,531149
1793,2760.0,3,3,1,2007,Suburban,Good,No,512664
1794,2342.0,3,3,2,2012,Suburban,Excellent,No,430173
1795,1464.0,2,1,1,1965,Downtown,Fair,Yes,303796
1796,1583.0,3,2,2,1955,Downtown,Good,No,290036
1797,2210.0,4,4,2,2001,Suburban,Good,Yes,451505
1798,1279.0,2,2,1,1951,Downtown,Fair,No,229064
1799,1832.0,2,2,1,1967,Downtown,Fair,No,336585
1800,1784.0,2,1,2,1984,Downtown,Good,Yes,354578
1801,3524.0,6,5,2,1988,Rural,Good,Yes,627420
1802,2828.0,6,5,2,1950,Suburban,Excellent,Yes,557953
1803,1326.0,3,2,2,1986,Downtown,Excellent,Yes,351887
1804,1928.0,4,3,1,1970,Downtown,Excellent,No,420544
1805,1220.0,2,2,2,1950,Downtown,Good,Yes,258568
1806,2548.0,5,4,1,1953,Suburban,Excellent,Yes,551049
1807,1942.0,3,2,2,2007,Suburban,Good,Yes,416639
1808,1191.0,2,2,1,1950,Downtown,Good,No,231357
1809,1712.0,3,2,2,1962,Downtown,Fair,No,335543
1810,530.0,1,1,1,1995,Downtown,Fair,Yes,170211
1811,1325.0,2,2,1,1996,Suburban,Good,Yes,281022
1812,2111.0,4,3,1,1956,Suburban,Good,No,380054
1813,1633.0,3,3,2,2000,Downtown,Good,No,380149
1814,1452.0,4,4,2,1952,Downtown,Good,Yes,345082
1815,968.0,2,2,2,1999,Downtown,Good,Yes,256293
1816,2109.0,4,4,1,1975,Rural,Good,Yes,374701
1817,1756.0,3,3,2,1980,Downtown,Good,Yes,348924
1818,2491.0,4,4,2,2011,Suburban,Excellent,Yes,547801
1819,2192.0,3,2,1,1975,Suburban,Excellent,No,414060
1820,2063.0,3,2,1,2016,Downtown,Good,Yes,506049
1821,1759.0,3,2,1,2004,Downtown,Good,No,357384
1822,1301.0,2,1,1,1977,Downtown,Good,Yes,276532
1823,2060.0,4,4,1,1993,Suburban,Excellent,No,467814
1824,1499.0,3,2,2,1987,Suburban,Good,No,304354
1825,2146.0,3,3,1,1979,Suburban,Good,Yes,446938
1826,2756.0,6,5,2,2015,Suburban,Fair,Yes,620192
1827,1874.0,3,3,2,1957,Downtown,Good,No,312406
1828,3441.0,6,5,2,1963,Rural,Good,Yes,609199
1829,2049.0,3,3,2,2011,Suburban,Excellent,Yes,447833
1830,2138.0,4,4,1,2012,Downtown,Good,Yes,501227
1831,2484.0,5,5,2,2015,Rural,Good,No,474197
1832,2936.0,5,5,1,1989,Suburban,Excellent,Yes,639195
1833,2189.0,2,3,2,1962,Suburban,Excellent,No,386236
1834,2554.0,4,3,2,1966,Suburban,Good,Yes,388315
1835,3485.0,6,5,2,1964,Rural,Good,No,583764
1836,2103.0,4,4,2,1982,Suburban,Good,Yes,481637
1837,1687.0,3,3,1,1965,Downtown,Excellent,No,346184
1838,2116.0,2,2,1,1962,Downtown,Fair,Yes,420019
1839,2520.0,4,3,2,1972,Rural,Excellent,No,458504
1840,1072.0,2,1,1,1985,Downtown,Good,No,240192
1841,2457.0,4,3,2,1992,Downtown,Good,Yes,521318
1842,1965.0,4,4,1,1999,Suburban,Fair,Yes,414000
1843,2279.0,4,3,2,1962,Suburban,Good,Yes,411419
1844,2778.0,5,5,1,1979,Suburban,Good,Yes,532257
1845,2235.0,4,4,2,2006,Rural,Fair,No,440469
1846,1197.0,1,1,2,1979,Downtown,Good,Yes,254447
1847,1701.0,1,1,1,2020,Downtown,Excellent,Yes,367297
1848,883.0,2,2,1,1959,Downtown,Good,No,222378
1849,2427.0,4,3,1,2015,Rural,Excellent,Yes,483744
1850,2323.0,3,4,1,1988,Suburban,Fair,Yes,403764
1851,1492.0,1,1,1,1986,Downtown,Good,Yes,290456
1852,1674.0,3,2,1,1952,Rural,Fair,No,196054
1853,3557.0,6,5,2,1983,Rural,Good,No,685720
1854,2662.0,5,4,1,1987,Rural,Excellent,No,483818
1855,3459.0,6,5,2,1963,Rural,Good,Yes,588302
1856,1496.0,1,1,2,2013,Downtown,Fair,No,293914
1857,1760.0,2,2,1,1988,Suburban,Good,Yes,314163
1858,2335.0,4,4,1,2003,Suburban,Good,Yes,476685
1859,2471.0,5,5,2,1951,Rural,Good,Yes,471440
1860,1611.0,2,2,1,1992,Suburban,Excellent,Yes,338131
1861,2935.0,6,5,2,2002,Suburban,Excellent,Yes,592026
1862,1889.0,3,3,2,1952,Suburban,Good,Yes,317027
1863,864.0,1,1,1,1990,Downtown,Good,Yes,226261
1864,2864.0,5,5,2,1957,Suburban,Good,Yes,520452
1865,2297.0,4,4,1,2012,Rural,Fair,No,414367
1866,2235.0,4,4,1,2014,Rural,Good,Yes,503352
1867,894.0,1,1,2,1953,Downtown,Good,No,152662
1868,2296.0,4,4,2,2017,Downtown,Good,Yes,492336
1869,1084.0,2,2,2,1959,Downtown,Good,No,218448
1870,2229.0,3,2,2,1999,Suburban,Fair,Yes,368875
1871,3148.0,6,5,2,1972,Rural,Good,Yes,601755
1872,1769.0,3,2,2,2010,Downtown,Fair,Yes,370057
1873,2170.0,4,4,1,1996,Suburban,Fair,No,402507
1874,1579.0,3,2,2,1952,Rural,Excellent,No,221848
1875,1795.0,2,2,2,1966,Suburban,Fair,Yes,265865
1876,2294.0,5,5,1,1971,Suburban,Good,Yes,472372
1877,1806.0,1,1,2,1965,Suburban,Fair,No,248061
1878,2302.0,3,2,1,1952,Suburban,Excellent,No,351619
1879,1873.0,3,3,2,2001,Downtown,Good,Yes,418249
1880,2681.0,5,5,2,1982,Suburban,Good,Yes,547216
1881,1587.0,3,3,2,1991,Suburban,Good,Yes,327346
1882,3918.0,6,5,1,1951,Rural,Excellent,No,678945
1883,2584.0,4,4,2,1988,Suburban,Excellent,Yes,565235
1884,2199.0,3,3,1,1995,Suburban,Good,No,433390
1885,2036.0,2,2,2,1997,Downtown,Excellent,Yes,445273
1886,3383.0,6,5,2,1976,Suburban,Excellent,Yes,686548
1887,1025.0,2,2,2,1964,Downtown,Excellent,Yes,323744
1888,1510.0,4,3,2,1956,Downtown,Good,No,300042
1889,1011.0,1,1,2,2006,Suburban,Good,No,217755
1890,2716.0,5,5,1,1991,Rural,Good,Yes,486076
1891,1746.0,3,3,1,1958,Downtown,Excellent,No,382116
1892,2180.0,4,4,2,1955,Suburban,Good,Yes,383344
1893,2207.0,4,4,1,2006,Rural,Good,Yes,444968
1894,780.0,1,1,1,1979,Downtown,Good,Yes,207232
1895,2387.0,4,4,2,2004,Suburban,Excellent,Yes,546980
1896,2928.0,6,5,1,2003,Suburban,Excellent,Yes,619826
1897,1904.0,4,4,1,1976,Suburban,Fair,No,363945
1898,1776.0,2,2,2,2008,Downtown,Excellent,Yes,405942
1899,973.0,1,1,1,1956,Downtown,Good,No,253120
1900,2429.0,4,4,1,1989,Suburban,Excellent,Yes,517710
1901,2003.0,4,4,1,2021,Suburban,Good,No,469525
1902,1295.0,3,2,2,1951,Downtown,Good,Yes,307489
1903,1820.0,2,2,2,1963,Suburban,Excellent,Yes,360973
1904,1443.0,2,1,2,1959,Downtown,Good,Yes,253432
1905,2391.0,5,4,1,1999,Suburban,Excellent,Yes,506622
1906,1075.0,1,1,2,1967,Downtown,Good,No,200347
1907,2362.0,4,4,2,1967,Rural,Good,Yes,414152
1908,1583.0,2,2,2,1965,Downtown,Good,No,309916
1909,1160.0,3,3,2,2001,Downtown,Good,Yes,287267
1910,2319.0,3,2,1,2018,Downtown,Good,Yes,494597
1911,1259.0,3,3,1,2001,Downtown,Fair,Yes,280949
1912,2198.0,4,4,1,1980,Rural,Good,No,405826
1913,2013.0,4,3,1,1972,Rural,Fair,No,333771
1914,2319.0,2,2,2,1991,Downtown,Excellent,Yes,505459
1915,2476.0,3,3,2,2011,Suburban,Excellent,Yes,506717
1916,1732.0,3,3,2,1999,Suburban,Good,Yes,354382
1917,3264.0,6,5,1,1964,Rural,Excellent,No,544321
1918,2300.0,3,2,1,1993,Suburban,Good,No,403586
1919,1703.0,2,2,1,1991,Downtown,Good,Yes,348002
1920,2028.0,4,4,1,1994,Suburban,Excellent,Yes,459333
1921,1825.0,3,3,1,1984,Suburban,Excellent,Yes,375066
1922,1735.0,3,2,2,1971,Downtown,Good,No,369343
1923,1927.0,4,3,1,1987,Suburban,Excellent,Yes,451495
1924,2327.0,3,3,2,2019,Downtown,Good,No,457200
1925,1565.0,2,2,1,2013,Suburban,Excellent,Yes,348101
1926,2214.0,5,4,2,1956,Downtown,Fair,No,450887
1927,2144.0,4,4,2,1993,Suburban,Good,No,438382
1928,2350.0,4,3,1,1956,Suburban,Good,No,431228
1929,2617.0,6,5,2,2015,Suburban,Good,No,598380
1930,1348.0,1,1,2,2009,Downtown,Fair,No,254272
1931,2632.0,5,5,2,1950,Suburban,Excellent,Yes,483069
1932,846.0,3,2,2,2011,Suburban,Fair,Yes,235026
1933,1840.0,3,3,1,1967,Suburban,Good,Yes,363599
1934,1738.0,3,3,2,1956,Suburban,Good,No,331131
1935,1573.0,2,2,2,2003,Suburban,Good,Yes,301248
1936,2471.0,4,4,1,2016,Rural,Good,No,417687
1937,1754.0,3,3,1,1959,Downtown,Good,No,388592
1938,3022.0,6,5,2,2010,Rural,Fair,Yes,588912
1939,2320.0,5,5,1,2008,Suburban,Fair,Yes,491305
1940,1334.0,3,3,2,2008,Downtown,Good,Yes,304464
1941,1748.0,3,2,2,2018,Downtown,Excellent,Yes,416550
1942,1650.0,4,3,2,2012,Downtown,Excellent,Yes,458505
1943,2668.0,4,3,1,1957,Suburban,Fair,Yes,475586
1944,2588.0,5,4,1,2004,Suburban,Good,No,483379
1945,2215.0,4,4,1,1955,Suburban,Fair,No,411767
1946,1751.0,3,3,2,1950,Suburban,Fair,Yes,312401
1947,1874.0,3,2,2,2005,Suburban,Good,Yes,410948
1948,1380.0,1,1,2,1959,Downtown,Good,Yes,249084
1949,1474.0,2,1,2,1972,Downtown,Fair,No,265990
1950,2334.0,4,4,1,1965,Suburban,Good,No,434859
1951,1886.0,2,2,1,1965,Downtown,Fair,Yes,349592
1952,1580.0,3,3,2,2005,Downtown,Excellent,Yes,388125
1953,2208.0,4,3,1,1955,Suburban,Excellent,No,459317
1954,2272.0,4,3,1,1979,Suburban,Fair,No,449341
1955,2290.0,3,2,1,2012,Rural,Good,Yes,380161
1956,2045.0,4,4,1,1950,Rural,Excellent,No,363342
1957,1322.0,4,4,1,2000,Suburban,Excellent,Yes,318010
1958,1852.0,3,2,2,1995,Suburban,Good,Yes,409837
1959,2437.0,4,3,2,1970,Suburban,Fair,No,447895
1960,1849.0,3,3,2,1987,Suburban,Fair,No,371652
1961,1505.0,3,3,2,2018,Downtown,Good,Yes,384879
1962,2433.0,4,4,2,2012,Suburban,Good,No,517587
1963,2912.0,5,5,2,1999,Rural,Fair,Yes,565291
1964,1168.0,3,2,1,1961,Downtown,Good,No,261439
1965,2699.0,6,5,2,2018,Suburban,Fair,Yes,549177
1966,2764.0,4,5,1,1993,Suburban,Excellent,No,560437
1967,1148.0,2,2,1,2001,Downtown,Good,No,280564
1968,1270.0,1,1,1,1958,Downtown,Fair,Yes,286542
1969,2076.0,5,4,2,2014,Downtown,Good,No,496150
1970,1541.0,2,2,1,1959,Downtown,Good,No,303842
1971,712.0,1,1,1,1995,Downtown,Excellent,No,230238
1972,1760.0,3,3,1,2007,Rural,Good,Yes,337227
1973,1500.0,4,4,2,1986,Downtown,Good,No,391077
1974,1618.0,3,2,2,2001,Suburban,Excellent,No,331356
1975,1435.0,3,3,2,1962,Downtown,Good,Yes,302933
1976,2619.0,5,4,1,1955,Rural,Excellent,No,435274
1977,2185.0,5,5,1,2007,Downtown,Good,Yes,522398
1978,2055.0,3,2,2,1997,Suburban,Good,Yes,400506
1979,3244.0,5,5,1,1981,Rural,Fair,Yes,578662
1980,3457.0,5,5,2,1960,Rural,Good,Yes,598711
1981,2174.0,3,2,2,1954,Downtown,Excellent,No,420807
1982,2771.0,4,3,2,1955,Rural,Excellent,Yes,440613
1983,1218.0,3,3,2,1970,Suburban,Good,No,270176
1984,2430.0,4,3,1,1991,Suburban,Good,Yes,434392
1985,2019.0,4,4,1,1976,Downtown,Excellent,Yes,443474
1986,1568.0,3,3,2,1952,Downtown,Excellent,Yes,361708
1987,3072.0,5,5,1,2009,Suburban,Fair,Yes,627235
1988,2630.0,4,4,1,2015,Suburban,Good,No,534243
1989,2484.0,4,4,1,1998,Suburban,Good,No,480267
1990,2743.0,5,4,1,1983,Suburban,Excellent,No,551797
1991,2367.0,4,4,1,1986,Suburban,Fair,Yes,433834
1992,603.0,1,1,1,1991,Downtown,Good,Yes,172072
1993,1950.0,3,3,2,2014,Suburban,Excellent,Yes,416512
1994,2079.0,3,2,2,2009,Downtown,Fair,Yes,417354
1995,1796.0,5,5,2,1950,Suburban,Good,Yes,375924
1996,2088.0,4,3,2,2008,Suburban,Good,No,418926
1997,1973.0,4,3,1,1953,Rural,Good,Yes,321906
1998,2314.0,4,3,1,1963,Downtown,Good,No,448888
1999,2273.0,3,2,1,1967,Downtown,Good,Yes,369612
2000,1246.0,2,2,2,1983,Downtown,Fair,Yes,295996
