brand,year,mileage,engine_size,price
Hyundai,2020,133450,2.7,31068
Toyota,2018,16580,3.9,16690
Kia,2019,25966,3.5,28906
Toyota,2020,89615,3.3,33997
Ford,2015,20231,2.7,23440
Hyundai,2019,147912,2.9,24436
Kia,2015,138124,2.0,34786
Mazda,2014,38399,2.8,23717
BMW,2015,137826,2.8,18454
Nissan,2010,126708,1.9,34395
Kia,2022,80306,3.9,14142
Honda,2014,136097,2.0,23209
BMW,2021,146473,1.7,40155
Kia,2015,118172,2.6,11962
Ford,2017,11553,3.2,20451
Nissan,2013,76295,1.9,39022
Ford,2023,12755,1.9,41376
Nissan,2014,108300,2.1,43026
Honda,2013,102910,2.2,5881
BMW,2016,43409,2.0,29346
Mazda,2019,102904,2.6,34333
Ford,2015,60049,1.4,29928
Ford,2023,51669,1.6,15278
Volkswagen,2013,77905,3.3,38864
Nissan,2015,140869,2.5,12029
Chevrolet,2022,135216,2.3,9117
BMW,2013,83053,1.4,24745
Nissan,2021,21943,2.2,24267
Volkswagen,2017,113374,3.5,16706
Toyota,2020,31831,2.3,22844
Nissan,2012,47044,3.9,35056
Mazda,2017,123602,2.4,15210
BMW,2022,29814,2.6,15965
Volkswagen,2011,78586,3.5,9149
Toyota,2015,64439,4.0,8653
Hyundai,2017,43355,2.4,21480
Volkswagen,2010,64389,1.7,14076
Hyundai,2015,20784,2.8,41487
BMW,2018,139755,2.9,21262
Ford,2022,78932,3.9,11461
Volkswagen,2019,143419,2.5,18681
Honda,2019,90520,1.6,44986
Hyundai,2011,93563,3.1,11430
Mazda,2020,88133,1.5,42513
Honda,2022,61499,2.5,41435
Kia,2010,19072,2.5,33914
Kia,2011,17026,2.1,43178
Toyota,2014,57832,3.9,38180
Ford,2015,129559,2.4,15461
BMW,2010,45966,3.7,31464
Volkswagen,2016,36041,2.7,14063
Chevrolet,2020,101523,3.5,35448
Mazda,2013,108810,2.6,28521
Hyundai,2018,72673,4.0,22889
BMW,2015,127343,3.1,5095
Honda,2018,95044,1.8,21608
Kia,2010,59100,1.4,16609
Mazda,2013,86156,3.8,18278
Chevrolet,2011,85359,3.2,28835
Volkswagen,2015,107169,1.7,39469
Toyota,2013,125136,3.3,25203
Chevrolet,2018,107800,2.0,13329
Mazda,2023,124140,3.5,16117
Chevrolet,2012,105850,3.0,20075
Mazda,2010,95230,1.7,9690
Mazda,2020,77750,1.6,26019
Nissan,2022,149382,2.6,25164
Hyundai,2020,105699,3.8,36831
Kia,2010,94591,2.9,37116
Nissan,2021,137774,3.4,24065
Volkswagen,2018,62873,2.6,35086
Nissan,2018,19537,2.4,14729
Ford,2014,86428,3.5,21106
Ford,2011,33544,2.6,16529
Kia,2018,70549,1.8,27609
Chevrolet,2022,126875,2.1,26193
Hyundai,2021,56955,2.9,40173
Kia,2022,115024,2.4,37948
Mazda,2017,7169,2.4,43402
Honda,2022,115064,3.1,34686
Hyundai,2020,15423,3.1,19895
Hyundai,2019,98988,2.2,30735
Mazda,2019,13017,2.3,10384
Mazda,2015,37948,3.4,5202
Toyota,2016,96529,3.8,26985
Kia,2021,106768,2.2,6120
Mazda,2015,82147,2.2,8958
Ford,2014,37219,2.1,37861
Volkswagen,2013,120217,1.8,30615
Honda,2016,84601,2.4,26963
Kia,2013,105494,2.7,5210
BMW,2019,114713,2.8,33691
Ford,2019,29869,3.2,29596
Chevrolet,2019,76164,1.5,44605
Mazda,2018,34093,2.9,41111
BMW,2014,122299,2.1,18334
Mazda,2017,73925,2.0,5107
Hyundai,2021,106367,3.5,26315
Ford,2022,60553,1.8,10796
Hyundai,2021,62279,2.3,23455
Toyota,2021,40608,3.1,37572
Hyundai,2015,65840,3.1,24207
Toyota,2013,15770,1.5,35236
Toyota,2021,60461,1.6,7162
BMW,2012,31627,3.1,27921
Mazda,2020,11146,3.9,38719
Chevrolet,2015,93481,4.0,7667
Hyundai,2010,64753,4.0,33309
Ford,2011,95480,2.3,34449
Toyota,2016,57079,2.0,24027
Mazda,2013,122081,1.7,35099
Honda,2014,63074,2.2,18914
Kia,2020,87816,2.1,24557
BMW,2019,99771,2.9,33937
Chevrolet,2010,18322,2.4,37039
Nissan,2011,12747,2.0,9341
BMW,2013,122068,3.0,5810
Honda,2017,102748,2.2,6010
Kia,2019,119702,2.3,34847
Honda,2013,63697,3.0,18685
Hyundai,2023,40903,1.7,17958
Toyota,2012,47207,3.4,20854
Chevrolet,2012,117352,3.9,13189
Volkswagen,2021,55812,2.7,23234
Toyota,2014,39531,2.9,6141
Volkswagen,2012,65032,2.4,9030
Kia,2017,106058,3.9,12541
Mazda,2014,96040,1.7,36946
Nissan,2021,78637,3.5,41844
Ford,2023,55578,3.1,33484
Toyota,2021,75744,3.5,25678
Chevrolet,2023,80961,3.9,22150
Honda,2016,33485,2.7,6100
Chevrolet,2020,103059,2.1,8497
Kia,2017,149254,3.4,14886
Volkswagen,2014,19480,3.6,19092
Honda,2017,68094,3.2,22856
Ford,2021,106107,3.6,28664
Ford,2012,109513,3.3,18862
Toyota,2023,40061,3.9,31464
Kia,2021,88545,2.9,35718
Mazda,2016,20789,2.4,42161
Kia,2017,125497,3.2,17667
Volkswagen,2016,103875,1.6,37934
Chevrolet,2023,31287,2.7,15601
Ford,2011,20014,3.4,24909
Chevrolet,2017,144646,1.8,27120
Chevrolet,2015,22467,2.4,7806
Chevrolet,2019,92450,2.3,9552
Ford,2012,82897,2.3,22242
BMW,2013,125118,3.1,31264
Hyundai,2016,90417,2.7,40592
Volkswagen,2012,26880,3.5,21034
BMW,2010,124618,1.6,34466
Volkswagen,2015,57546,2.6,24692
Honda,2012,129083,1.4,27514
Kia,2020,120461,2.0,14642
Kia,2019,49016,3.4,29636
Nissan,2015,30979,1.7,43596
Kia,2019,66516,1.7,40727
Ford,2021,53741,2.4,9187
Mazda,2012,62133,3.4,30473
Toyota,2015,18360,3.1,38737
Nissan,2020,71939,3.4,7578
Toyota,2013,41088,1.5,42881
Volkswagen,2022,85318,2.9,14211
Toyota,2013,143492,2.6,35651
Toyota,2019,94059,3.7,6653
Nissan,2019,38637,3.3,37111
Honda,2020,36453,2.5,6260
Chevrolet,2011,145347,2.8,8362
Kia,2023,96337,2.5,10480
Kia,2013,53162,2.5,36881
Ford,2020,37199,3.0,32247
Nissan,2021,22572,2.0,31865
Ford,2013,141219,2.3,25771
Mazda,2020,8443,2.1,37631
Mazda,2016,99521,3.5,30335
Ford,2014,76220,3.8,40893
Nissan,2017,18595,2.5,11671
Ford,2016,71857,1.6,41913
Kia,2019,19810,1.6,16038
BMW,2018,142812,2.4,27716
Hyundai,2017,37712,2.4,16776
Toyota,2018,10468,1.8,24632
Hyundai,2010,132611,3.5,19554
Nissan,2019,134468,2.7,32282
Hyundai,2022,84054,1.7,28247
Mazda,2021,17704,1.7,43143
Volkswagen,2012,70974,2.6,16064
Toyota,2014,70700,1.7,19983
Chevrolet,2018,141750,2.9,7237
Nissan,2017,134443,2.4,10967
Toyota,2023,69882,3.8,39251
Hyundai,2019,106654,2.5,26512
Mazda,2016,40297,3.0,44791
Honda,2011,33753,3.5,18991
BMW,2020,115710,2.2,35180
Chevrolet,2015,90765,2.7,18500
BMW,2013,141828,1.7,44958
Toyota,2014,65630,2.5,5296
Mazda,2023,107897,2.4,21022
Mazda,2014,36256,2.5,26459
Hyundai,2022,60814,1.7,6775
Kia,2013,37961,2.4,21394
Hyundai,2013,34731,3.7,24597
Kia,2013,11401,3.8,15758
Kia,2020,127992,2.0,10242
Chevrolet,2011,129197,2.2,42307
Hyundai,2010,105041,1.4,33183
Honda,2021,66012,1.7,36462
Ford,2011,147432,2.3,14091
Ford,2016,69357,3.2,26742
Hyundai,2021,37235,2.2,27682
Hyundai,2010,86395,1.6,16197
BMW,2015,15428,3.3,17725
Chevrolet,2013,90171,2.6,31056
Hyundai,2011,82660,2.7,12616
BMW,2012,118020,2.2,11759
Kia,2016,44633,3.0,34534
Mazda,2015,127104,3.7,13806
Mazda,2015,19407,2.8,19166
Kia,2017,78860,2.9,28490
Nissan,2017,12407,2.4,30785
BMW,2015,42433,1.6,9783
BMW,2010,9220,2.5,25377
Kia,2019,82267,3.8,15143
Honda,2022,127262,3.2,44428
Volkswagen,2016,27554,2.7,5521
Toyota,2017,82021,3.0,41383
Kia,2014,70847,2.9,19268
Hyundai,2022,97541,3.8,6620
Hyundai,2020,108738,2.0,33585
Chevrolet,2013,86103,3.7,27385
Kia,2016,55748,3.2,5504
Chevrolet,2021,38518,1.7,13086
Kia,2021,54257,2.4,24848
BMW,2020,11934,2.5,11198
Toyota,2022,79787,1.6,42511
BMW,2015,100781,2.8,28531
Volkswagen,2021,82895,2.1,28607
Mazda,2015,148927,2.6,30526
Ford,2023,122926,2.5,14965
Kia,2012,22628,2.8,31442
Volkswagen,2020,28249,3.6,13247
Mazda,2019,138347,3.4,17451
Nissan,2013,128332,3.7,29465
Toyota,2014,5765,2.9,25254
Chevrolet,2018,88417,3.0,7536
Chevrolet,2017,122526,2.5,28139
BMW,2012,103793,3.3,29562
Hyundai,2015,31999,1.9,37914
Mazda,2019,114792,2.6,35101
Nissan,2010,145367,3.3,9290
Volkswagen,2012,127500,3.4,21841
Toyota,2019,133685,2.0,34100
Mazda,2023,129479,1.9,13386
Nissan,2021,98393,2.2,35330
Ford,2016,110768,3.8,37504
Kia,2016,34867,1.7,33068
Chevrolet,2011,131040,3.9,39865
Volkswagen,2012,115441,4.0,12437
Chevrolet,2016,128105,3.4,10723
Volkswagen,2021,11286,3.4,37285
BMW,2015,116299,3.9,33792
Hyundai,2022,140221,2.2,28194
Volkswagen,2016,109152,1.7,40393
Chevrolet,2019,110960,3.5,37868
BMW,2018,72881,1.8,18644
Volkswagen,2017,109984,1.5,14510
Ford,2015,23082,1.9,26929
Hyundai,2021,116091,2.5,20443
Volkswagen,2023,15863,2.7,28358
BMW,2013,11984,1.6,38638
Mazda,2023,132181,2.6,27582
Honda,2022,60189,3.0,15385
Nissan,2019,98039,3.8,39465
Honda,2018,109855,2.0,23799
Honda,2016,54430,1.9,10292
Toyota,2014,72004,2.4,6616
Ford,2011,132652,4.0,12062
Mazda,2018,145204,2.3,24486
Kia,2023,40086,1.5,30992
Volkswagen,2016,108651,2.1,32426
Nissan,2018,19462,2.9,43296
Hyundai,2020,27323,2.5,19237
Mazda,2018,23167,3.4,25740
Chevrolet,2019,15067,3.0,22051
Kia,2014,66987,2.9,12686
Toyota,2016,8226,2.2,10993
Toyota,2014,118576,2.8,34941
Mazda,2012,106123,3.0,30463
BMW,2019,41738,1.9,26929
Honda,2017,80794,3.3,40640
Chevrolet,2017,120112,2.4,25197
Toyota,2018,36655,3.3,32071
Nissan,2020,105409,1.9,41475
Toyota,2023,23854,3.1,42393
Hyundai,2021,89811,1.5,39932
Volkswagen,2015,40915,1.8,15478
Toyota,2011,82789,3.7,24372
Hyundai,2012,33737,2.6,18051
Mazda,2022,143973,2.7,32241
Mazda,2020,88094,3.8,37930
Kia,2021,15001,2.7,26373
Toyota,2019,125804,3.1,35916
Nissan,2020,103538,2.0,37568
Toyota,2015,127600,1.6,12630
Nissan,2010,108074,2.3,6563
Ford,2023,136018,3.5,37779
Kia,2011,64489,2.6,42058
Ford,2017,42896,1.8,6289
Toyota,2020,45927,2.8,6798
Kia,2017,26185,2.1,27186
Ford,2015,131734,3.9,26997
Honda,2012,75300,2.9,8316
Toyota,2023,85125,4.0,36505
Ford,2011,15037,1.5,7412
Honda,2022,141492,1.4,42810
Honda,2015,105117,2.6,32684
Mazda,2010,14779,3.6,42835
Toyota,2023,16444,2.8,35087
Honda,2019,95654,3.7,25221
Mazda,2015,77623,1.7,28144
Ford,2018,129149,3.2,8067
Hyundai,2016,144865,3.1,28794
Toyota,2018,138221,2.8,19290
Kia,2011,46347,2.5,30541
Nissan,2020,135978,3.1,7011
Nissan,2023,57832,2.8,16441
Ford,2014,7696,2.1,34842
BMW,2018,17626,1.7,30136
BMW,2016,58303,2.4,8485
Ford,2018,49793,2.7,29484
Honda,2023,51207,2.7,17122
Toyota,2020,38484,2.5,6477
Nissan,2015,92765,2.3,13400
Nissan,2016,141830,2.3,8886
Honda,2019,69495,2.1,30565
Nissan,2014,57807,2.9,12250
Kia,2015,111809,3.6,12624
Toyota,2010,105584,3.7,6658
Volkswagen,2010,56774,4.0,34089
Nissan,2011,79615,1.6,14453
Ford,2020,91262,2.0,29921
Kia,2023,62201,3.3,9461
Nissan,2013,41797,3.1,25836
Kia,2020,139135,1.7,17348
Mazda,2018,48147,3.0,32007
Volkswagen,2016,74428,2.5,28714
Chevrolet,2015,88657,3.9,42441
Ford,2010,31484,3.6,19348
Ford,2014,133593,1.6,15811
Toyota,2020,64321,1.6,24562
Kia,2021,105758,2.5,6288
Honda,2022,20828,1.4,19228
Ford,2013,132139,1.6,16371
Kia,2014,9957,3.8,18120
Kia,2020,23671,3.5,40504
Hyundai,2018,127838,3.1,32460
Hyundai,2021,109596,3.6,44146
Chevrolet,2012,131054,2.1,18204
Mazda,2013,79232,3.3,43716
Chevrolet,2017,80495,3.0,11358
Nissan,2012,134798,3.6,25935
Honda,2022,20383,2.1,24033
Nissan,2012,13892,3.4,22102
BMW,2022,32780,3.6,22572
Nissan,2018,124801,2.8,10160
Toyota,2014,99257,2.5,10332
Nissan,2019,124478,3.9,10580
Chevrolet,2010,50081,1.8,24590
Ford,2016,101905,1.5,27560
Ford,2016,18095,1.9,20910
Hyundai,2015,31634,3.2,16615
Honda,2015,139749,3.5,40560
Honda,2012,52873,3.3,26492
Toyota,2012,96084,2.5,13871
Chevrolet,2019,64798,3.9,9595
Hyundai,2020,42932,2.6,31097
BMW,2018,79569,4.0,10398
Honda,2010,126548,3.8,41289
Ford,2016,127793,2.5,13493
Nissan,2022,70820,1.8,22684
Nissan,2021,108874,1.6,6474
Hyundai,2020,92651,2.8,16477
Chevrolet,2019,61763,3.4,26104
Chevrolet,2016,89355,1.9,25435
Mazda,2017,45291,2.2,15932
Volkswagen,2015,104333,3.0,28580
Honda,2017,29475,2.6,38124
Chevrolet,2010,58603,3.0,36122
Ford,2010,24350,3.2,18927
Hyundai,2018,78291,2.4,26598
BMW,2021,103857,3.4,44914
Mazda,2013,84739,3.2,35067
Kia,2012,28519,3.2,35923
Toyota,2015,71776,1.8,31943
BMW,2019,74695,2.6,11282
Kia,2021,89409,2.9,21136
Nissan,2022,146852,2.0,6515
Toyota,2021,144733,3.4,36328
Honda,2018,33512,1.7,26685
Ford,2019,23403,1.8,40445
Toyota,2020,133812,2.5,24169
Volkswagen,2013,47983,1.8,21880
Kia,2018,47549,1.4,28680
Honda,2014,100085,2.5,27025
Volkswagen,2022,53719,3.1,6676
Nissan,2016,75849,2.7,22052
Volkswagen,2012,118351,1.5,39414
Mazda,2012,112915,2.0,26764
Mazda,2021,30456,2.8,33618
Hyundai,2012,13461,3.3,8162
BMW,2017,75363,3.5,43566
BMW,2023,93907,2.8,9531
Honda,2015,83439,3.1,7778
Nissan,2018,84936,3.7,19058
Chevrolet,2018,127512,1.6,16821
Mazda,2017,84726,1.7,30688
Honda,2010,89204,2.6,27822
Chevrolet,2015,36869,3.0,24497
BMW,2013,128263,1.4,34359
Hyundai,2013,50301,2.6,15822
Volkswagen,2012,118568,1.8,36192
Mazda,2021,119550,3.1,37536
Honda,2018,52369,2.1,18266
Toyota,2011,122496,3.7,39273
Chevrolet,2010,52331,1.6,5975
Volkswagen,2023,33911,3.5,17289
Mazda,2019,128976,2.4,24993
BMW,2012,11521,3.6,22223
Nissan,2022,44123,3.5,20833
Chevrolet,2013,36514,2.0,27036
BMW,2013,42539,1.5,27813
Mazda,2015,40464,3.2,11898
Chevrolet,2010,50226,1.9,34482
Volkswagen,2010,76332,3.8,9220
Mazda,2011,38576,1.6,36034
Kia,2013,8293,2.2,37314
Honda,2016,112801,1.4,25523
Volkswagen,2015,139531,2.2,16806
Chevrolet,2020,23803,2.8,15404
Nissan,2018,74760,3.1,33005
BMW,2016,12571,3.3,41654
Toyota,2021,30772,3.6,20871
BMW,2014,58719,1.7,34382
Chevrolet,2015,19171,3.4,16482
BMW,2019,118627,2.1,38433
Honda,2018,123212,1.8,11327
Mazda,2010,110055,2.1,42304
Toyota,2020,80253,3.6,17864
Ford,2018,76773,3.0,36098
Chevrolet,2015,145308,3.0,44585
Hyundai,2021,51927,2.9,19386
Ford,2013,104679,2.5,14051
BMW,2021,135328,2.5,8628
Chevrolet,2014,111434,1.8,37110
Kia,2022,92321,2.3,8342
Hyundai,2010,110296,2.7,7953
Toyota,2016,18850,3.0,29794
Nissan,2022,90236,1.6,31942
Kia,2022,88518,2.3,27993
Ford,2017,9949,2.3,33792
Mazda,2020,35581,2.7,21445
Honda,2014,77108,3.2,7021
Nissan,2011,54790,3.1,6005
Kia,2017,136717,2.9,41275
Mazda,2019,28052,2.2,18186
Mazda,2016,82997,3.6,34941
Chevrolet,2019,87009,3.4,31633
Kia,2018,85957,1.9,5576
Toyota,2013,64710,3.1,16247
BMW,2020,103854,3.8,44670
Hyundai,2018,127939,2.5,20776
Hyundai,2013,10224,3.8,29924
Ford,2012,43349,1.5,32042
Ford,2020,66566,2.7,30778
Hyundai,2012,14435,2.1,25533
Toyota,2019,74015,2.1,21702
Honda,2011,63984,3.7,34741
Volkswagen,2019,109395,2.2,9525
BMW,2012,40401,1.5,32000
Honda,2023,136961,2.8,44402
Chevrolet,2017,144837,3.9,23133
Volkswagen,2020,61398,1.6,34929
Volkswagen,2017,41928,2.1,7059
Kia,2011,56382,2.6,19885
Toyota,2020,59337,3.6,21364
Toyota,2011,119531,2.1,29212
Volkswagen,2011,84068,2.3,33054
Kia,2019,7283,2.4,36198
BMW,2016,69446,2.4,16179
Volkswagen,2015,102259,1.9,25139
Nissan,2021,44605,3.8,26469
Ford,2020,51500,3.5,27741
Ford,2010,144787,3.9,15988
Honda,2011,106881,2.4,30620
Chevrolet,2023,85275,1.5,26352
Ford,2010,147662,1.7,37603
Mazda,2021,23645,2.3,5444
Honda,2020,137095,3.8,9815
Ford,2016,29897,4.0,40026
Chevrolet,2015,20437,3.5,36383
Toyota,2011,48791,2.0,13298
Toyota,2011,53198,3.1,30246
BMW,2011,110539,3.0,11660
Volkswagen,2017,66619,3.5,8536
Nissan,2023,146691,2.7,24136
Toyota,2016,25141,2.2,14892
Kia,2010,133680,1.5,36007
Ford,2013,71820,3.5,21065
Kia,2020,33094,2.8,33449
Chevrolet,2013,47137,2.8,26532
Toyota,2016,111825,3.9,24573
Nissan,2011,113385,2.7,9228
Chevrolet,2013,21365,2.2,37925
Mazda,2010,92930,2.3,16436
Mazda,2022,20971,1.4,29209
Kia,2022,134076,1.7,31957
Volkswagen,2020,113363,1.5,10379
Honda,2020,36359,2.0,24312
Volkswagen,2013,38180,1.6,18869
BMW,2020,56567,2.3,33539
Volkswagen,2023,31140,1.7,19132
BMW,2010,44325,3.8,44777
BMW,2011,81003,3.8,21519
Nissan,2011,85662,3.0,25695
Toyota,2021,73418,3.5,11607
Nissan,2019,148877,3.2,43533
BMW,2021,9400,3.5,36967
Chevrolet,2012,46614,3.1,35438
Mazda,2017,87100,2.5,12662
BMW,2020,71300,3.7,38809
Nissan,2015,81094,2.5,10323
Chevrolet,2015,65642,2.4,33779
Nissan,2018,132867,3.0,32046
Volkswagen,2017,133042,3.8,39670
Ford,2011,77335,2.5,6536
Kia,2015,146046,2.9,25044
Honda,2010,108985,2.7,33782
Nissan,2022,55498,3.8,13308
Honda,2023,64571,3.2,24523
Hyundai,2018,11997,2.5,27311
Nissan,2013,41900,3.0,14706
Ford,2013,7453,1.8,36335
Honda,2018,5538,2.3,17414
BMW,2012,81151,3.3,33929
Nissan,2014,35593,2.9,22195
Toyota,2010,138375,2.2,16512
Kia,2015,63384,2.3,10637
Ford,2012,55543,3.5,16306
Honda,2010,89092,2.8,41604
Ford,2019,79227,2.0,39194
Chevrolet,2015,68175,2.2,37966
Kia,2023,94268,2.6,37144
BMW,2021,28940,3.4,33276
Nissan,2019,41481,4.0,7228
Nissan,2011,74240,1.9,13131
Nissan,2017,38978,3.4,25610
Kia,2023,53866,3.0,22150
Toyota,2022,41513,2.8,22816
Hyundai,2020,80714,3.9,37931
Mazda,2021,37441,2.2,34846
Volkswagen,2011,27844,1.9,40576
Honda,2013,57200,3.7,23545
Toyota,2023,124607,1.6,8675
BMW,2012,50986,3.5,30547
Honda,2018,76646,2.9,6991
Nissan,2011,99476,1.8,38595
Ford,2012,39585,2.0,44272
BMW,2016,77149,1.8,31812
Honda,2013,42087,3.3,22157
Nissan,2015,143303,1.8,21130
Honda,2012,147286,3.2,25553
Ford,2010,73413,1.7,40869
Nissan,2020,102743,3.5,24722
Hyundai,2015,137219,3.8,44554
Toyota,2013,54389,2.9,17302
Chevrolet,2011,121810,3.9,14781
Volkswagen,2016,143681,2.4,25096
Kia,2019,124283,2.0,14228
Volkswagen,2022,14737,1.9,33582
BMW,2021,41751,2.6,41709
Volkswagen,2022,115859,1.7,16330
Nissan,2014,45902,3.7,25381
Hyundai,2015,10606,3.4,43507
Chevrolet,2015,55775,2.9,11568
Toyota,2023,131001,3.3,39379
Toyota,2018,126914,1.5,13143
Ford,2021,115397,1.9,28157
Kia,2011,137167,3.0,43485
Honda,2021,70262,2.6,34349
Hyundai,2015,87915,3.0,42387
Honda,2018,27065,1.6,7865
Chevrolet,2021,53844,3.1,43119
Volkswagen,2013,89703,3.5,23079
Toyota,2022,128035,2.8,43820
Chevrolet,2021,146159,2.3,30282
Volkswagen,2022,10682,1.9,23200
Toyota,2022,129656,2.1,12250
Volkswagen,2020,43729,2.8,21228
Kia,2015,91688,2.1,37369
Hyundai,2016,125448,3.4,32749
BMW,2010,108508,1.7,19440
Chevrolet,2014,78088,2.7,17384
Chevrolet,2013,130300,2.7,8380
Mazda,2022,62398,1.8,15771
Nissan,2022,21468,4.0,32455
Kia,2022,77620,3.5,13623
Kia,2019,48848,2.4,22319
Honda,2011,76591,3.2,7045
Volkswagen,2011,73205,3.3,23199
Nissan,2011,82564,3.1,38605
Hyundai,2016,71544,2.5,38675
Hyundai,2020,56516,3.7,42503
Kia,2022,20523,3.4,10891
Hyundai,2020,126456,2.8,13815
Mazda,2013,7199,1.4,33620
Chevrolet,2015,75231,2.0,18294
Ford,2016,6006,2.7,31308
BMW,2018,12114,3.7,22804
Honda,2020,114548,3.0,13555
Volkswagen,2011,88063,2.5,28644
BMW,2019,104528,1.5,37406
Volkswagen,2021,107799,3.0,34001
Toyota,2022,82977,2.3,43355
BMW,2018,5181,2.8,38112
Ford,2020,148884,3.4,22059
Kia,2014,27716,3.5,11705
Mazda,2022,131995,3.6,16028
Chevrolet,2015,45218,3.1,41949
Chevrolet,2015,31633,3.8,35208
Mazda,2020,15939,3.2,35772
Nissan,2012,15072,3.4,26616
Toyota,2020,100534,3.2,22823
Volkswagen,2020,89751,3.7,29589
Ford,2019,36619,2.0,33454
Hyundai,2016,134729,3.4,22705
BMW,2022,112696,1.7,28964
Toyota,2016,67017,1.6,42628
BMW,2017,129412,2.7,10407
Ford,2014,51075,2.2,5010
Honda,2011,140722,2.9,25635
Honda,2022,106287,3.2,6791
Toyota,2012,42343,2.0,25531
Kia,2018,50197,3.2,29232
Ford,2015,6782,4.0,26682
Ford,2017,9412,3.4,20264
Mazda,2017,64687,1.9,14178
Kia,2023,118043,3.0,43968
Volkswagen,2014,52855,1.4,28509
Volkswagen,2010,101169,2.6,29586
Hyundai,2015,63190,2.8,22883
Chevrolet,2016,146688,3.9,18672
Honda,2018,42448,3.3,26200
Volkswagen,2011,128678,3.2,24250
Kia,2021,17101,2.8,19852
Ford,2022,108131,2.7,26297
Volkswagen,2011,108371,4.0,8243
Ford,2019,80822,1.5,21247
Volkswagen,2010,135965,2.2,13718
Honda,2014,55465,1.7,29065
BMW,2011,16070,2.2,25149
Volkswagen,2012,128927,2.6,19376
Kia,2011,63431,2.3,33974
Volkswagen,2020,51739,3.9,5340
Chevrolet,2013,51707,3.2,31364
Honda,2020,26742,3.3,32100
Kia,2012,38050,3.3,44778
Mazda,2018,45377,3.7,16173
Kia,2019,7733,3.4,33179
Chevrolet,2021,89277,1.4,7879
BMW,2011,147199,2.1,40495
Honda,2016,148082,4.0,14109
Mazda,2020,29373,3.1,29780
Chevrolet,2023,143282,1.6,5527
Chevrolet,2012,71323,2.6,28000
Toyota,2019,119003,4.0,25226
Honda,2017,20060,4.0,36846
Kia,2013,50256,2.5,11240
Ford,2023,58473,3.7,39727
BMW,2013,91648,2.9,12683
Ford,2018,76176,2.7,37426
Kia,2020,8410,2.5,5613
Kia,2012,96316,3.7,35705
Honda,2016,115100,3.0,15035
Kia,2010,81721,2.3,28156
Toyota,2016,86167,2.7,12613
Mazda,2019,99123,2.6,41434
Kia,2020,58020,2.6,38983
Ford,2011,42344,2.2,32575
Kia,2021,135145,3.0,26514
Toyota,2023,143970,1.5,9512
Volkswagen,2023,134934,3.7,22399
Volkswagen,2015,84752,2.5,26888
Chevrolet,2022,136020,3.5,5032
BMW,2018,33474,3.3,25556
Hyundai,2015,131367,2.6,16930
Mazda,2012,58459,1.9,26952
Nissan,2010,117298,2.9,22257
Chevrolet,2021,24309,3.9,7268
BMW,2021,110018,1.9,43060
Volkswagen,2013,94117,2.1,43997
Ford,2013,27390,4.0,21230
Nissan,2022,13541,3.7,19931
BMW,2017,48937,2.8,10927
BMW,2019,45149,3.2,27145
Chevrolet,2019,84030,2.6,44952
Nissan,2023,44796,2.5,29574
Honda,2022,135174,2.6,30455
Hyundai,2016,142113,2.5,18992
Honda,2019,90521,3.2,27959
Nissan,2016,140246,2.3,13972
Honda,2016,132521,1.8,30761
Toyota,2021,67933,3.2,9918
Volkswagen,2011,38691,1.5,15955
Toyota,2018,120306,3.3,30445
Kia,2015,124088,2.1,18068
Honda,2011,93262,1.9,19707
Kia,2010,98374,2.4,25391
Ford,2020,8303,1.7,10563
Mazda,2010,51653,2.4,15734
Ford,2010,14890,1.7,19372
Nissan,2013,78136,2.7,15772
BMW,2013,32230,1.9,43732
Volkswagen,2023,21466,1.7,30176
Honda,2021,32732,2.9,30807
Chevrolet,2018,143447,3.0,38900
Mazda,2022,12837,1.4,24193
Hyundai,2021,28108,2.4,8771
Hyundai,2021,22851,1.6,23645
Hyundai,2010,31600,3.3,22067
Honda,2012,20188,3.2,42515
Hyundai,2012,49777,1.5,32370
Toyota,2017,141561,3.8,26823
Mazda,2011,89618,3.9,15713
Toyota,2015,144767,2.3,29219
BMW,2020,5230,1.7,36830
Mazda,2013,16355,1.7,11758
Toyota,2022,75779,3.6,20965
Mazda,2019,90872,2.6,26347
BMW,2015,55094,1.4,9005
Kia,2022,122383,3.8,17685
Honda,2014,15594,2.9,14977
Honda,2021,126562,3.2,44582
Hyundai,2018,104185,3.5,41939
Ford,2018,65436,3.5,37622
Hyundai,2010,130039,1.6,9483
Nissan,2012,94236,2.9,29426
Toyota,2010,48388,3.2,13536
Mazda,2015,149114,1.6,10483
Ford,2021,32577,2.0,10395
BMW,2012,149566,2.4,36767
Nissan,2023,91811,3.7,16089
BMW,2010,44248,3.6,11472
Honda,2015,94425,3.4,44920
Honda,2014,86709,4.0,24500
Hyundai,2021,121011,2.0,20764
Toyota,2021,137083,2.6,29392
Ford,2017,41836,2.6,6729
Volkswagen,2023,66557,3.2,41276
Nissan,2011,106751,3.6,39671
Nissan,2017,29281,2.7,41288
Hyundai,2021,101574,2.7,31071
Honda,2014,146308,3.0,24489
Hyundai,2017,69589,3.3,10257
Mazda,2021,35271,1.9,21768
Ford,2019,108427,3.9,35882
Toyota,2013,100157,1.6,19696
Kia,2013,140250,1.5,12670
Chevrolet,2019,102984,2.3,10686
Chevrolet,2013,149348,3.2,18956
Hyundai,2023,11149,3.9,32222
