Income,Credit Score,Loan Amount,Decision
50806,663,82678,Reject
105520,755,116396,Reject
31759,814,46525,Reject
71949,763,58394,Approve
32482,712,110672,Reject
54442,733,129042,Reject
63719,738,102546,Reject
88066,765,83989,Approve
32079,717,59652,Reject
32717,761,137499,Reject
89676,808,136298,Reject
57952,666,129758,Reject
116444,707,97510,Approve
72460,773,94402,Approve
102847,825,146602,Reject
119106,685,69200,Reject
48449,628,136074,Reject
63536,659,103822,Reject
94077,653,139410,Reject
68258,692,35015,Reject
78302,668,80911,Reject
58865,801,122676,Reject
36645,801,112206,Reject
68000,716,122146,Reject
56737,608,76221,Reject
41485,725,40695,Reject
68565,812,44805,Approve
55522,676,44190,Reject
95155,609,141154,Reject
85168,701,27997,Approve
82487,802,129988,Reject
42342,795,42752,Reject
70806,657,38069,Reject
78770,837,144190,Reject
108623,822,81485,Approve
105629,712,77291,Approve
82603,779,50508,Approve
111974,761,107053,Reject
56399,705,127128,Reject
115382,634,134571,Reject
111244,702,71574,Approve
106534,702,71902,Approve
85106,760,82426,Approve
60678,799,28524,Approve
106218,759,30071,Approve
93230,782,124613,Reject
104055,696,61466,Reject
86373,735,106132,Reject
61480,773,70094,Approve
115230,741,143515,Reject
98836,825,95317,Approve
102258,735,136150,Reject
69986,842,60239,Approve
54160,705,67560,Approve
115595,670,120295,Reject
109111,676,65924,Reject
94929,653,74542,Reject
103506,620,128230,Reject
64911,710,112375,Reject
117127,823,69264,Approve
61821,674,141871,Reject
105039,849,87799,Approve
90535,613,110538,Reject
114458,802,58022,Approve
42175,601,111178,Reject
84771,825,55579,Approve
116925,788,32571,Approve
96358,707,102753,Reject
47327,838,68225,Reject
77057,744,27227,Approve
36150,677,61189,Reject
34425,816,34207,Reject
46032,647,132258,Reject
32198,690,98208,Reject
90500,735,73406,Approve
83394,783,61783,Approve
50079,616,120822,Reject
66220,796,105587,Reject
71874,611,48879,Reject
43859,765,48845,Reject
80460,745,30015,Approve
61419,625,127600,Reject
38705,822,102961,Reject
72880,636,41496,Reject
53236,669,20707,Reject
117955,768,142146,Reject
115514,678,37767,Reject
45358,769,46467,Reject
106918,840,103222,Reject
44596,689,27118,Reject
63572,842,83884,Approve
108757,803,31213,Approve
31279,640,117021,Reject
93197,774,101037,Reject
92516,741,28868,Approve
37083,728,71716,Reject
47771,616,146202,Reject
59975,824,114869,Reject
75648,782,62523,Approve
78285,820,54028,Approve
49063,652,137891,Reject
97642,717,30545,Approve
116143,708,20357,Approve
67599,758,41788,Approve
81920,789,123716,Reject
58529,735,121538,Reject
65954,757,142771,Reject
57856,676,36802,Reject
32573,679,142594,Reject
108344,793,74739,Approve
65367,644,147617,Reject
90774,617,105875,Reject
53752,698,21593,Reject
85029,772,24602,Approve
47685,746,132273,Reject
81693,804,148477,Reject
85961,842,95113,Approve
106908,667,130903,Reject
104532,682,115865,Reject
111994,649,30943,Reject
86133,624,53012,Reject
91268,765,90108,Approve
68243,842,135302,Reject
87384,720,36250,Approve
61653,822,149459,Reject
56657,763,102169,Reject
69952,667,64053,Reject
52180,655,59388,Reject
108411,638,111707,Reject
31622,662,91405,Reject
78756,727,144809,Reject
70809,734,91507,Approve
46725,721,69662,Reject
91396,846,81311,Approve
81226,785,99493,Approve
111182,807,91504,Approve
112565,658,106789,Reject
59402,647,111477,Reject
34263,732,76657,Reject
76828,838,93183,Approve
77924,814,45499,Approve
104182,635,51785,Reject
89052,823,101993,Reject
41664,687,94536,Reject
65737,624,72030,Reject
119563,772,57909,Approve
59373,819,145147,Reject
66397,618,54894,Reject
116145,734,147210,Reject
68709,835,104124,Reject
91120,785,92006,Approve
49250,832,35473,Reject
51172,808,101697,Reject
41555,665,40063,Reject
117410,679,147617,Reject
108617,766,142777,Reject
83276,724,98444,Approve
87492,745,31850,Approve
83002,702,20984,Approve
119599,728,70450,Approve
102355,790,76700,Approve
54762,730,92723,Approve
41046,726,146624,Reject
58769,620,113392,Reject
83302,725,40339,Approve
53150,723,129149,Reject
98247,757,58481,Approve
34853,610,84351,Reject
119399,621,72839,Reject
51792,710,84236,Approve
89129,724,99619,Approve
104478,656,68287,Reject
97298,688,80306,Reject
61987,730,129442,Reject
45850,757,72197,Reject
42112,815,45435,Reject
54058,727,141404,Reject
75420,644,87621,Reject
68890,635,50837,Reject
96017,686,124837,Reject
77304,717,101719,Reject
62921,671,55495,Reject
31524,791,118680,Reject
45048,781,59760,Reject
65111,667,132489,Reject
67904,777,147351,Reject
84912,702,42084,Approve
64008,834,57458,Approve
30060,758,71946,Reject
104666,628,86601,Reject
113559,786,89218,Approve
85337,763,142325,Reject
43350,804,79351,Reject
54354,704,67561,Approve
75186,672,146081,Reject
58145,718,70203,Approve
64020,684,118024,Reject
116123,842,116996,Reject
105186,794,28820,Approve
115469,688,77232,Reject
50581,688,38757,Reject
118929,675,66588,Reject
53051,820,108682,Reject
81474,738,28058,Approve
99626,715,108388,Reject
36960,738,99654,Reject
65772,840,56742,Approve
51520,753,144063,Reject
79481,652,92195,Reject
66408,741,76980,Approve
87134,663,90377,Reject
50491,807,144157,Reject
31341,847,38335,Reject
74623,737,67351,Approve
30338,630,105841,Reject
101431,822,88960,Approve
42254,635,67501,Reject
81860,609,75877,Reject
41344,625,34538,Reject
31750,619,127821,Reject
84756,724,135859,Reject
97957,643,130812,Reject
88053,661,23769,Reject
100855,800,51586,Approve
45896,678,111983,Reject
85761,608,105551,Reject
92552,670,120614,Reject
107454,689,87879,Reject
57935,623,88922,Reject
67641,739,72219,Approve
59711,659,55107,Reject
100342,683,20683,Reject
42182,719,110987,Reject
117833,677,86590,Reject
86276,813,81097,Approve
49541,615,109131,Reject
112310,628,83402,Reject
74813,759,137290,Reject
67198,810,105934,Reject
38820,718,43685,Reject
54070,634,85884,Reject
99768,642,114426,Reject
41122,695,36362,Reject
110559,718,119326,Reject
103543,652,110561,Reject
113441,619,20503,Reject
71786,714,61045,Approve
36737,831,129818,Reject
66062,811,33576,Approve
84237,607,53290,Reject
81571,721,80495,Approve
55510,826,31884,Approve
49426,641,71660,Reject
67265,676,45205,Reject
47850,832,83739,Reject
96150,669,52785,Reject
117312,710,142111,Reject
119613,615,21268,Reject
104910,668,86712,Reject
82375,652,38016,Reject
65435,772,81939,Approve
87132,778,98281,Approve
108945,825,97497,Approve
112050,605,121917,Reject
32983,722,69266,Reject
50662,632,61712,Reject
53510,806,147744,Reject
108187,614,124894,Reject
70998,613,137088,Reject
86846,766,26768,Approve
36640,662,79214,Reject
74547,604,38972,Reject
84620,843,118625,Reject
45317,720,93162,Reject
37564,689,83412,Reject
57345,839,65281,Approve
109273,808,48403,Approve
104859,706,114568,Reject
110765,838,50226,Approve
104038,779,69985,Approve
82393,615,48783,Reject
96081,698,93939,Reject
59430,765,127752,Reject
105532,652,115155,Reject
57788,814,134846,Reject
78543,676,88155,Reject
43919,824,148884,Reject
99346,692,86883,Reject
69974,780,88700,Approve
46371,773,99095,Reject
75084,697,141501,Reject
59629,697,47788,Reject
81184,818,119214,Reject
91916,742,27166,Approve
103972,658,55219,Reject
92187,777,85441,Approve
42984,736,130299,Reject
63039,625,20403,Reject
115431,602,95569,Reject
113691,699,47224,Reject
88606,646,103610,Reject
40616,604,23485,Reject
80072,661,132055,Reject
54574,811,94984,Approve
33430,683,85491,Reject
42676,732,106208,Reject
40816,737,98946,Reject
62733,679,34262,Reject
115680,662,113296,Reject
32050,624,95370,Reject
63933,643,117815,Reject
54951,752,47928,Approve
62413,757,147975,Reject
64801,613,142804,Reject
85619,685,83179,Reject
62913,770,135210,Reject
70600,755,106365,Reject
87775,821,108379,Reject
65400,618,148716,Reject
34494,701,141774,Reject
110688,769,54712,Approve
119431,619,105491,Reject
104691,826,54328,Approve
73001,813,51632,Approve
97364,678,57515,Reject
75028,738,82074,Approve
67573,781,92690,Approve
30806,697,84947,Reject
86638,720,48170,Approve
59757,751,66857,Approve
64636,797,69744,Approve
110097,616,116699,Reject
78280,755,97621,Approve
54262,649,112780,Reject
110435,822,25327,Approve
92211,827,81246,Approve
84842,782,102675,Reject
86979,800,111411,Reject
111470,609,53264,Reject
68197,748,98596,Approve
71844,657,35656,Reject
94754,761,38805,Approve
64157,694,119902,Reject
107129,820,48855,Approve
70042,706,24127,Approve
91665,770,81722,Approve
112856,738,131427,Reject
57376,632,141704,Reject
85554,785,58319,Approve
44199,645,89126,Reject
111412,788,32973,Approve
80948,789,102381,Reject
103781,728,123270,Reject
102750,748,68087,Approve
96262,661,77711,Reject
76600,791,47281,Approve
106898,686,129819,Reject
92483,848,36549,Approve
48297,672,146566,Reject
60448,783,81426,Approve
56172,600,47623,Reject
72874,620,120032,Reject
37657,621,109616,Reject
114386,781,24697,Approve
55425,603,35730,Reject
56685,664,48245,Reject
54578,778,64134,Approve
58831,801,51313,Approve
37906,662,104093,Reject
91413,742,85573,Approve
84028,843,73595,Approve
37287,635,49908,Reject
63660,628,125790,Reject
105758,779,87557,Approve
90504,773,59648,Approve
89720,668,143613,Reject
64701,756,57289,Approve
113300,710,82710,Approve
47674,774,28839,Reject
113560,818,116541,Reject
53874,752,88838,Approve
73642,807,28511,Approve
95160,743,106527,Reject
47602,699,124672,Reject
118801,816,129049,Reject
55931,640,146058,Reject
59192,792,95450,Approve
76542,796,29948,Approve
72520,832,64638,Approve
94772,747,113890,Reject
88762,796,25873,Approve
80106,763,51461,Approve
111121,820,93034,Approve
55559,839,109092,Reject
63742,825,118142,Reject
99669,785,47091,Approve
110199,647,91171,Reject
51754,809,72999,Approve
33972,729,143817,Reject
100831,807,53532,Approve
71873,756,42690,Approve
39903,824,37036,Reject
33020,743,65040,Reject
71755,762,76196,Approve
115956,710,67911,Approve
116988,661,64562,Reject
75648,706,30321,Approve
39516,705,49152,Reject
32396,808,105884,Reject
114082,731,106531,Reject
49129,712,74911,Reject
31591,667,110298,Reject
41303,778,20145,Reject
60561,688,90637,Reject
101719,760,24247,Approve
116231,677,95114,Reject
37314,751,89724,Reject
49623,674,117310,Reject
97675,624,83289,Reject
95082,755,63547,Approve
113624,606,22696,Reject
63130,712,146892,Reject
81756,635,82041,Reject
56292,609,126544,Reject
116206,712,132494,Reject
99274,635,39713,Reject
32469,822,64549,Reject
83947,810,63548,Approve
52534,617,72633,Reject
93620,840,116411,Reject
78874,733,110886,Reject
79708,819,24641,Approve
104553,734,91095,Approve
98344,701,119564,Reject
79138,848,135337,Reject
84302,739,31631,Approve
77638,768,55816,Approve
108249,841,22023,Approve
32719,790,45656,Reject
52890,825,106190,Reject
107236,624,107253,Reject
66509,808,54842,Approve
72534,780,118086,Reject
48787,632,75189,Reject
78845,686,148118,Reject
87932,672,130738,Reject
63062,605,65923,Reject
105713,789,55080,Approve
117263,793,23474,Approve
90461,829,145185,Reject
105418,736,99707,Approve
96672,666,23260,Reject
64832,743,80218,Approve
61966,816,139526,Reject
102545,815,69109,Approve
42987,838,25618,Reject
67311,692,65765,Reject
61575,707,146190,Reject
93852,782,54118,Approve
31007,767,29285,Reject
100981,625,124352,Reject
106242,637,77083,Reject
77517,762,93677,Approve
59257,814,48352,Approve
117272,795,64056,Approve
72207,786,83045,Approve
43281,833,43707,Reject
91246,741,42161,Approve
31435,844,87390,Reject
56660,847,38650,Approve
35084,774,36944,Reject
112197,702,27546,Approve
43507,798,74139,Reject
102595,799,133857,Reject
113807,641,27207,Reject
75539,778,114804,Reject
37491,746,92022,Reject
80192,665,51222,Reject
110395,774,49121,Approve
93888,792,104303,Reject
103609,641,58915,Reject
39077,637,30017,Reject
50953,845,35094,Approve
106919,740,51236,Approve
97889,705,27664,Approve
53821,771,49921,Approve
67567,751,115381,Reject
54860,695,100109,Reject
51195,757,87219,Approve
107475,669,83590,Reject
117266,637,29390,Reject
51427,696,53777,Reject
57083,707,68588,Approve
117046,718,144651,Reject
87372,750,117313,Reject
74064,673,62667,Reject
37813,656,149541,Reject
61598,709,114647,Reject
57082,678,49980,Reject
59241,750,136960,Reject
74569,847,120916,Reject
41745,635,43808,Reject
56029,656,83470,Reject
43025,728,92762,Reject
44288,799,107983,Reject
119186,602,122645,Reject
36540,613,37926,Reject
111958,808,37621,Approve
98878,633,31167,Reject
71846,838,91245,Approve
105932,669,144604,Reject
47482,668,98776,Reject
53411,837,149842,Reject
80975,778,55031,Approve
90545,832,52146,Approve
108797,703,134970,Reject
82307,628,27998,Reject
33093,826,134619,Reject
107258,809,60508,Approve
52042,831,96348,Approve
82930,647,137974,Reject
74413,693,51101,Reject
63756,678,99764,Reject
83268,716,44747,Approve
69214,806,131836,Reject
111871,743,80800,Approve
58602,784,115326,Reject
83331,824,21882,Approve
78901,737,58955,Approve
93416,746,104195,Reject
62196,828,79965,Approve
35626,841,132956,Reject
37424,666,108794,Reject
42857,763,109422,Reject
49982,731,61560,Reject
106961,674,51343,Reject
31980,832,138478,Reject
78290,760,103943,Reject
56431,627,135154,Reject
114976,823,23950,Approve
112711,720,23889,Approve
56385,807,50410,Approve
68158,608,114504,Reject
53019,802,38976,Approve
48639,733,43016,Reject
115530,722,94747,Approve
51563,648,42742,Reject
69341,690,136235,Reject
35776,724,43553,Reject
66444,675,83338,Reject
98916,749,49332,Approve
38711,703,139437,Reject
104318,775,98625,Approve
112970,828,133870,Reject
115553,748,24436,Approve
60707,632,37087,Reject
69110,808,75702,Approve
91788,783,45428,Approve
112879,756,94033,Approve
68827,652,48154,Reject
35655,639,112045,Reject
74859,801,125940,Reject
83625,617,144667,Reject
82098,774,64747,Approve
45251,843,127369,Reject
30526,612,54349,Reject
98760,754,89493,Approve
77837,789,57358,Approve
41536,673,72484,Reject
58541,695,100449,Reject
109083,704,70837,Approve
81027,772,95333,Approve
64531,730,27531,Approve
38712,749,33825,Reject
95455,754,84028,Approve
104744,782,92447,Approve
35109,666,52316,Reject
79268,632,91267,Reject
84615,601,37279,Reject
112503,674,133094,Reject
59759,773,131759,Reject
115708,673,64223,Reject
90112,830,109952,Reject
56589,846,48000,Approve
60015,760,32045,Approve
59009,785,71498,Approve
113309,734,56299,Approve
92046,742,96202,Approve
56143,625,38245,Reject
36154,738,118102,Reject
51804,727,47339,Approve
71688,765,90388,Approve
94288,626,101950,Reject
81195,845,83819,Approve
50581,830,99817,Approve
82648,734,146887,Reject
60087,728,134074,Reject
79930,801,132691,Reject
62981,620,48031,Reject
99298,678,36626,Reject
76167,757,43302,Approve
105304,693,131277,Reject
73408,607,66691,Reject
69499,815,50112,Approve
82269,682,144378,Reject
68559,602,91047,Reject
104319,654,123812,Reject
78787,742,90204,Approve
65488,635,26087,Reject
104441,605,92551,Reject
104663,720,116955,Reject
52431,641,142324,Reject
91681,649,148407,Reject
93483,711,124966,Reject
79153,745,148188,Reject
36368,829,51314,Reject
57424,810,97150,Approve
75004,840,89539,Approve
113869,649,149306,Reject
118652,629,46235,Reject
86985,804,80572,Approve
80069,638,53366,Reject
82326,715,71347,Approve
111061,739,52837,Approve
53398,825,28139,Approve
80861,658,29585,Reject
105897,675,23659,Reject
111905,771,111761,Reject
98577,815,25634,Approve
95641,731,136969,Reject
39078,763,125126,Reject
55003,841,23682,Approve
92768,647,55451,Reject
81047,741,90098,Approve
101626,680,24652,Reject
87660,648,131485,Reject
79786,666,106851,Reject
31925,829,95038,Reject
113976,814,90249,Approve
56015,676,25413,Reject
63320,736,41984,Approve
94881,620,147109,Reject
56289,704,40487,Approve
33389,671,22075,Reject
55683,808,53550,Approve
43629,615,105726,Reject
91550,743,117799,Reject
54826,627,62293,Reject
56630,778,97445,Approve
76163,783,49212,Approve
96435,679,34962,Reject
41653,656,35853,Reject
57961,709,70209,Approve
111941,651,120358,Reject
104137,773,99911,Approve
63662,805,129897,Reject
86446,837,65964,Approve
51288,835,87645,Approve
66877,765,80501,Approve
45313,683,146676,Reject
110885,836,141971,Reject
102715,647,146528,Reject
40326,726,86856,Reject
31560,768,133018,Reject
109148,697,142537,Reject
113186,717,101523,Reject
56745,786,57185,Approve
61890,692,89235,Reject
50022,666,69884,Reject
82579,673,82858,Reject
100316,683,131972,Reject
113847,793,113745,Reject
58380,754,84326,Approve
32356,759,59330,Reject
100326,783,138237,Reject
119899,609,66415,Reject
50049,767,81006,Approve
105717,744,69127,Approve
46082,785,42547,Reject
30661,717,42939,Reject
67412,696,99738,Reject
32920,605,114756,Reject
90315,766,107298,Reject
109561,838,94332,Approve
38946,617,21722,Reject
75500,800,63364,Approve
46309,671,132840,Reject
85230,688,31674,Reject
60027,822,133951,Reject
102541,641,22812,Reject
89321,603,128077,Reject
30956,619,142225,Reject
104131,627,22278,Reject
77908,767,133758,Reject
108339,792,55118,Approve
55963,703,89159,Approve
69443,846,26530,Approve
69063,643,69866,Reject
110818,622,101523,Reject
34703,784,20924,Reject
95128,646,39546,Reject
102099,612,73305,Reject
55849,743,122833,Reject
61860,817,97806,Approve
61585,782,38953,Approve
52015,694,55583,Reject
107539,841,108892,Reject
73585,792,148760,Reject
56958,808,90114,Approve
56017,615,24462,Reject
106707,718,20888,Approve
75350,764,107868,Reject
42201,779,105398,Reject
59426,716,105509,Reject
47778,609,131946,Reject
75241,721,87259,Approve
72229,637,135946,Reject
116652,643,43410,Reject
