Product,Price,Quantity,Total Revenue
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Laptop,1200,19,22800
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Phone,800,19,15200
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Laptop,1200,19,22800
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Tablet,300,19,5700
Tablet,300,19,5700
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Phone,800,19,15200
Laptop,1200,19,22800
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Laptop,1200,19,22800
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Monitor,200,19,3800
Tablet,300,19,5700
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,19,3800
Phone,800,19,15200
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Laptop,1200,19,22800
Phone,800,19,15200
Phone,800,19,15200
Tablet,300,19,5700
Monitor,200,19,3800
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Phone,800,19,15200
Laptop,1200,19,22800
Laptop,1200,19,22800
Tablet,300,19,5700
Tablet,300,19,5700
Monitor,200,19,3800
Laptop,1200,19,22800
Tablet,300,19,5700
Phone,800,19,15200
Monitor,200,19,3800
Phone,800,19,15200
Monitor,200,19,3800
Monitor,200,19,3800
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Phone,800,18,14400
Phone,800,18,14400
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Phone,800,18,14400
Monitor,200,18,3600
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Phone,800,18,14400
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Phone,800,18,14400
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Monitor,200,18,3600
Tablet,300,18,5400
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Phone,800,18,14400
Tablet,300,18,5400
Phone,800,18,14400
Phone,800,18,14400
Tablet,300,18,5400
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Tablet,300,18,5400
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
Laptop,1200,18,21600
Tablet,300,18,5400
Tablet,300,18,5400
Phone,800,18,14400
Laptop,1200,18,21600
Tablet,300,18,5400
Monitor,200,18,3600
Tablet,300,18,5400
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Monitor,200,18,3600
Monitor,200,18,3600
Laptop,1200,18,21600
Monitor,200,18,3600
Laptop,1200,18,21600
Laptop,1200,18,21600
Phone,800,18,14400
Monitor,200,18,3600
Laptop,1200,18,21600
Phone,800,18,14400
Laptop,1200,18,21600
Laptop,1200,18,21600
Tablet,300,18,5400
