Income,CreditScore,LoanAmount,Decision
55367,642,54725,0
119608,360,6548,0
80774,360,95297,0
43752,823,99729,0
75029,515,19497,0
37685,722,135337,0
71693,722,143911,0
75961,670,43457,0
96908,505,121584,0
94532,585,122143,0
101994,404,113296,0
76133,842,133919,0
117425,541,66976,0
81268,790,15275,1
112201,797,43151,1
58243,734,39173,1
77384,783,98800,1
51653,746,48612,1
46657,683,20960,0
59952,809,9538,1
42180,469,55338,0
117432,622,33709,0
98411,773,138211,0
21622,531,52204,0
68756,658,29432,0
60809,574,130211,0
36725,331,11069,0
81396,476,149365,0
71226,364,103582,0
101182,326,105895,0
102565,778,128529,0
49402,567,135640,0
24263,365,103658,0
116523,432,118982,0
66828,665,89162,0
67924,381,42667,0
94182,627,56632,0
113065,397,103861,0
79052,626,51106,0
31664,841,74022,0
55737,424,87081,0
109563,509,135891,0
49373,432,93164,0
56397,802,120386,0
106145,456,113469,0
58709,681,74080,0
81120,321,90697,0
39250,718,23376,0
41172,771,134942,0
31555,533,55184,0
107410,753,65854,1
98617,461,92936,0
73276,600,75455,0
77492,605,121521,0
73002,301,82934,0
109599,570,93904,0
92355,720,23167,1
111248,442,68178,0
44762,834,22568,0
31046,336,77369,0
116999,406,64657,0
48769,596,5571,0
73302,396,25122,0
43150,580,136655,0
88247,409,127011,0
24853,848,107874,0
114613,487,33364,0
109399,787,76227,1
41792,653,80861,0
79129,318,94950,0
94478,692,10126,0
87298,560,97144,0
51987,709,8762,1
35850,702,7786,0
32112,783,72078,0
44058,603,121363,0
65420,317,83349,0
58890,483,21294,0
86017,704,73335,1
67304,430,127184,0
52921,778,77459,1
21524,307,55209,0
35048,617,11938,0
55111,690,127285,0
57904,818,109875,0
74912,435,140460,0
54008,830,73163,1
20060,666,12247,0
94666,788,27575,1
103559,310,25146,0
75337,745,27371,1
33350,413,97243,0
44354,495,112102,0
65186,622,56507,0
48145,811,31875,0
54020,464,18792,0
106123,551,88253,0
95186,343,90928,0
105469,769,89393,1
40581,788,76679,0
108929,480,24734,0
43051,376,149175,0
71474,673,52728,0
111748,366,95487,0
89626,824,35766,1
26960,391,50240,0
55772,543,72310,0
41520,640,120261,0
69481,603,42432,0
56408,697,125050,0
114006,747,109775,0
77134,396,27497,0
40491,630,33283,0
21341,504,117597,0
64623,748,117039,0
110327,717,80280,1
20338,376,74199,0
91431,848,17463,1
32254,724,93614,0
71860,728,142232,0
31344,784,115840,0
21750,434,32682,0
74756,553,132776,0
87957,554,110446,0
78053,798,101401,0
90855,783,145398,0
35896,345,90065,0
75761,742,29527,1
82552,303,106019,0
97454,300,46313,0
110600,589,26777,0
47935,408,67382,0
57641,759,41499,1
49711,565,20390,0
90342,437,62853,0
32182,733,22921,0
107833,343,37945,0
76276,809,8243,1
39541,561,139738,0
114457,451,24411,0
102310,512,88940,0
64813,533,28586,0
57198,660,85168,0
28820,619,72510,0
44070,521,63862,0
89768,509,6258,0
31122,695,110356,0
100559,788,24494,1
93543,763,47202,1
103441,751,149600,0
61786,712,89673,1
114934,775,122363,0
119804,555,133839,0
26737,449,85544,0
56062,426,82400,0
74237,691,136028,0
71571,779,103723,0
45510,696,112148,0
39426,701,65589,0
57265,573,83637,0
37850,438,132088,0
86150,402,21238,0
107312,541,16179,0
109613,416,35793,0
94910,513,13004,0
72375,783,119462,0
55435,828,26116,1
116443,523,129439,0
77132,569,91047,0
98945,433,118917,0
102050,413,36856,0
115402,740,7488,1
22983,664,88432,0
117241,531,76152,0
40662,757,121331,0
43510,674,37791,0
98187,506,105641,0
60998,819,36027,1
76846,767,148663,0
114071,742,9726,1
26640,620,9133,0
64547,392,71280,0
74620,707,68044,1
35317,457,91097,0
27564,398,95105,0
47345,524,142012,0
114223,740,28196,1
99273,700,11217,0
94859,363,24433,0
100765,578,15934,0
94038,818,59377,1
72393,547,31198,0
86081,667,49357,0
49430,397,52787,0
95532,567,90275,0
47788,359,46113,0
115505,799,147165,0
68543,607,130182,0
33919,792,28792,0
89346,710,112112,0
116122,439,77381,0
59974,627,142882,0
36371,763,40225,0
65084,462,31187,0
49629,359,140313,0
71184,330,15729,0
81916,632,17549,0
93972,375,43013,0
82187,616,29347,0
32984,716,69772,0
53039,489,45378,0
105431,788,6998,1
103691,614,117172,0
78606,595,119100,0
30616,800,120400,0
70072,476,32737,0
44574,514,43514,0
23430,631,128549,0
32676,427,55232,0
30816,568,99766,0
52733,834,15461,1
105680,665,87394,0
22050,647,14323,0
53933,441,42040,0
44951,444,144750,0
52413,544,90028,0
54801,741,97734,1
75619,589,95896,0
52913,411,90793,0
60600,513,81699,0
77775,499,109835,0
110816,704,89321,1
110093,720,122004,0
55400,306,127297,0
24494,824,22585,0
100688,585,100781,0
109431,688,120318,0
94691,715,122273,0
117419,449,11968,0
63001,727,72249,1
87364,592,145312,0
65028,633,41119,0
117659,571,111397,0
57573,342,18100,0
20806,767,47794,0
76638,618,109519,0
49757,791,53121,0
54636,826,14143,1
100097,471,64376,0
68280,620,88144,0
44262,343,111528,0
100435,831,87016,1
82211,753,135604,0
74842,382,83737,0
76979,842,73677,1
101470,621,134940,0
58197,533,97889,0
61844,839,82006,1
84754,551,100133,0
54157,748,35090,1
97129,538,30476,0
60042,789,69004,1
81665,763,79469,1
102856,613,125119,0
47376,474,130494,0
75554,479,80650,0
34199,684,48657,0
101412,594,128270,0
70948,514,104262,0
93781,374,124358,0
92750,643,139553,0
86262,441,67841,0
66600,498,12931,0
96898,470,111951,0
82483,705,59694,1
38297,527,13635,0
50448,710,50252,1
46172,361,74017,0
62874,626,71953,0
27657,432,92776,0
104386,488,78212,0
45425,655,77547,0
46685,370,59565,0
44578,562,60153,0
48831,605,120095,0
27906,523,104281,0
81413,627,53561,0
74028,373,92473,0
27287,810,128022,0
53660,441,134552,0
95758,401,28836,0
80504,364,65420,0
79720,492,13911,0
54701,361,96216,0
103300,831,78080,1
37674,540,27289,0
103560,709,36346,1
43874,599,30644,0
63642,494,33279,0
117820,753,100446,0
85160,600,53638,0
37602,755,118917,0
108801,501,39341,0
45931,601,124660,0
114377,636,123481,0
49192,331,105957,0
66542,397,39979,0
62520,490,130576,0
84772,840,111626,0
78762,347,70109,0
70106,549,114239,0
101121,525,74356,0
45559,571,78226,0
53742,784,108658,0
89669,627,140298,0
100199,479,95808,0
41754,322,112533,0
23972,669,123525,0
90831,544,102571,0
61873,459,93601,0
114661,672,73160,0
29903,584,10505,0
23020,820,149453,0
61755,749,12549,1
105956,435,56149,0
106988,395,146275,0
65648,418,148000,0
29516,673,18457,0
22396,573,130293,0
104082,476,127465,0
39129,576,29587,0
21591,437,64354,0
31303,431,106911,0
50561,343,30312,0
91719,422,71045,0
112108,435,112764,0
119616,666,142166,0
106231,672,82994,0
27314,425,43513,0
39623,738,75446,0
87675,350,11572,0
116826,436,145153,0
85082,457,89872,0
103624,355,45378,0
53130,727,67189,1
71756,742,31084,1
117624,625,102240,0
46292,379,65681,0
106206,773,27418,1
89274,676,79860,0
22469,632,87168,0
73947,474,144075,0
42534,740,67468,0
83620,425,73211,0
68874,518,80012,0
69708,577,24259,0
94553,784,54179,1
88344,440,85099,0
69138,409,66980,0
74302,351,90170,0
67638,618,74283,0
98249,498,56871,0
22719,345,25287,0
42890,804,30887,0
97236,839,133493,0
56509,813,129370,0
62534,316,22802,0
112241,614,78135,0
38787,735,14650,0
68845,687,110646,0
77932,376,48527,0
112124,670,47297,0
111659,464,34185,0
53062,323,122769,0
95713,334,136418,0
107263,813,48418,1
115756,760,14612,1
80461,437,90002,0
95418,564,137703,0
86672,632,62211,0
54832,487,83105,0
51966,362,40472,0
92545,578,92460,0
32987,841,123123,0
57311,470,85379,0
51575,802,100554,0
83852,832,13057,1
21007,598,23883,0
90981,500,65014,0
96242,434,113269,0
67517,571,40013,0
49257,834,138536,0
107272,741,79111,1
62207,386,117839,0
33281,330,51825,0
81246,420,99035,0
21435,368,6521,0
118875,795,22363,1
111357,445,85938,0
46660,632,127159,0
25084,780,147534,0
102197,562,78109,0
33507,592,59698,0
92595,728,124511,0
103807,385,101783,0
65539,315,103829,0
27491,417,121774,0
70192,569,146419,0
100395,694,11099,0
83888,461,80104,0
93609,403,9406,0
29077,466,107439,0
40953,599,140948,0
96919,327,95692,0
87889,723,101442,0
43821,455,107829,0
57567,623,117631,0
44860,647,49895,0
41195,420,48760,0
97475,827,51306,1
110874,463,80179,0
107266,361,81554,0
41427,639,140285,0
47083,611,146116,0
107046,675,136015,0
77372,645,49425,0
64064,449,27590,0
27813,476,48403,0
51598,653,31628,0
113106,813,94421,1
47082,608,110763,0
49241,418,138264,0
116214,818,89629,1
64569,777,129062,0
31745,713,35617,0
46029,650,112454,0
33025,805,15250,0
34288,494,37836,0
109186,486,117319,0
26540,749,72173,0
117768,795,132939,0
101958,814,111761,0
88878,572,11251,0
61846,351,106429,0
95932,562,61246,0
37482,667,91966,0
43411,432,142536,0
70975,524,72344,0
80545,609,146353,0
98797,315,55106,0
72307,494,126720,0
23093,742,99840,0
97258,602,110293,0
42042,347,13998,0
72930,420,111083,0
64413,798,47866,1
113623,768,118384,0
117883,340,27969,0
53756,755,105980,0
73268,833,123259,0
59214,670,36107,0
101871,481,139831,0
48602,816,19789,0
73331,530,18214,0
68901,647,75657,0
119986,778,34482,1
83416,508,79536,0
52196,577,53187,0
25626,352,36087,0
27424,309,5941,0
32857,763,124340,0
39982,457,137393,0
96961,318,50972,0
21980,354,91658,0
68290,320,44361,0
46431,581,46354,0
104976,839,71327,1
102711,716,52191,1
46385,584,60828,0
58158,831,15136,1
43019,831,71279,0
38639,810,77060,0
105530,695,44342,0
119911,419,86851,0
41563,396,37961,0
59341,419,111198,0
25776,836,74810,0
56444,452,34838,0
88916,544,19332,0
28711,815,68001,0
94318,692,95329,0
102970,442,124771,0
105553,803,85954,1
50707,519,53473,0
59110,459,16682,0
81788,375,48775,0
102879,331,61941,0
58827,633,17115,0
25655,824,55937,0
64859,739,50132,1
73625,651,17025,0
72098,638,100439,0
35251,699,63526,0
20526,695,73832,0
88760,501,61108,0
67837,829,141757,0
31536,392,11647,0
48541,657,35145,0
99083,695,108894,0
71027,359,103702,0
54531,776,121839,0
28712,300,10430,0
85455,610,139952,0
94744,467,70662,0
25109,491,121775,0
69268,333,65487,0
74615,333,44793,0
102503,716,118584,0
49759,457,115549,0
105708,799,62590,1
80112,665,76461,0
46589,639,57470,0
50015,634,68616,0
49009,626,105361,0
103309,413,141407,0
82046,717,73525,1
46143,767,110879,0
26154,442,98709,0
41804,608,76257,0
61688,700,7728,0
84288,619,88511,0
71195,511,27167,0
40581,616,78711,0
72648,484,131218,0
50087,504,77437,0
69930,663,81426,0
52981,515,81851,0
89298,545,85962,0
66167,538,40065,0
95304,690,125138,0
63408,819,85286,1
59499,576,28674,0
72269,501,124632,0
58559,513,31085,0
94319,777,43086,1
115317,807,119700,0
116347,374,68493,0
68787,441,53248,0
55488,621,31156,0
94441,760,105355,0
94663,445,139948,0
42431,353,76963,0
81681,655,53119,0
83483,576,106044,0
69153,699,105092,0
26368,815,121640,0
47424,798,81432,0
65004,610,83451,0
103869,570,90340,0
108652,748,24411,1
76985,411,139173,0
70069,538,33536,0
72326,443,8588,0
101061,673,92657,0
43398,319,137489,0
118393,588,25293,0
70861,496,58897,0
95897,681,49649,0
101905,791,40540,1
88577,463,67251,0
85641,548,124863,0
29078,367,40017,0
45003,320,119383,0
82768,811,25242,1
71047,689,121313,0
91626,835,102544,0
77660,410,105151,0
69786,759,117457,0
21925,377,13770,0
103976,733,137208,0
46015,679,16602,0
53320,739,106437,0
84881,638,15466,0
110827,723,146485,0
46289,468,137229,0
23389,561,143524,0
45683,528,31225,0
33629,460,45043,0
81550,726,92333,1
44826,421,141683,0
46630,448,136305,0
118762,410,70567,0
66163,520,96483,0
118511,363,13951,0
86435,653,72330,0
31653,773,67831,0
47961,784,33936,0
101941,312,20574,0
94137,452,103585,0
53662,538,140143,0
118818,489,27362,0
76446,385,52105,0
41288,320,46775,0
115081,618,22854,0
56877,457,133362,0
35313,780,73823,0
100885,375,51782,0
92715,628,27090,0
30326,715,32161,0
21560,502,111265,0
99148,528,51300,0
103186,451,95666,0
46745,371,49665,0
51890,524,98254,0
40022,772,59645,0
72579,659,119946,0
90316,839,47184,1
103847,345,55817,0
48380,300,39633,0
22356,544,53720,0
90326,518,71301,0
112447,590,56857,0
109899,757,10765,1
40049,503,85872,0
95717,501,35761,0
36082,781,42742,0
20661,810,137455,0
57412,577,20458,0
22920,315,138507,0
111194,824,34992,1
80315,655,62566,0
99561,655,119358,0
28946,377,28700,0
114242,366,108932,0
65500,513,32763,0
36309,748,140937,0
75230,732,54602,1
118656,844,126727,0
50027,414,24734,0
92541,719,7829,1
79321,798,6915,1
20956,679,44980,0
94131,442,14440,0
67908,323,140891,0
98339,838,78415,1
45963,374,95352,0
59443,834,37225,1
119259,340,146406,0
59063,712,111860,0
100818,714,100367,0
24703,748,74656,0
85128,735,109780,0
92099,538,7961,0
45849,341,83385,0
51860,309,37545,0
51585,564,56569,0
42015,744,137688,0
97539,438,128915,0
63585,495,79447,0
46958,373,30549,0
46017,524,77361,0
96707,401,23230,0
65350,563,55618,0
32201,460,119676,0
49426,532,13882,0
37778,790,86844,0
65241,610,122200,0
62229,526,120933,0
106652,572,27500,0
68364,616,86410,0
118833,385,145405,0
104878,590,58383,0
77056,768,71513,1
47490,703,77258,0
39975,726,18217,0
46723,674,91427,0
43279,551,50272,0
98301,832,88053,1
31561,606,66724,0
86061,729,42633,1
108397,563,46528,0
69153,367,14513,0
53142,406,77901,0
46916,699,65922,0
84324,498,109936,0
64965,491,105071,0
24648,813,105378,0
55133,741,55293,1
70677,300,104381,0
116059,657,60272,0
114588,414,13670,0
119950,496,32809,0
118317,573,23069,0
90135,459,100447,0
55046,472,123179,0
67064,844,104675,0
89350,757,141531,0
65893,732,67289,1
81272,780,32177,1
112152,754,8423,1
87649,495,66001,0
84674,608,49940,0
33760,793,141433,0
41927,738,6401,0
106475,658,71948,0
81367,335,27814,0
117955,333,8230,0
32588,387,110825,0
72233,315,109153,0
64738,720,113998,0
53397,425,43824,0
102189,307,124410,0
96367,771,55416,1
91260,767,105563,0
96619,809,76812,1
39816,701,63876,0
62240,475,60572,0
26276,666,92304,0
99530,787,93668,1
43499,317,119266,0
108576,355,80111,0
102495,334,78367,0
91635,646,73348,0
105112,331,28357,0
55946,432,118234,0
75204,498,90321,0
71886,555,42783,0
91652,641,130985,0
35563,530,56703,0
112324,600,121839,0
112464,846,93557,1
29847,325,70923,0
46155,834,69748,0
99671,773,83728,1
103310,686,122849,0
87278,584,7380,0
38309,749,128256,0
20619,619,99389,0
103194,455,5743,0
70108,770,45124,1
54707,719,149200,0
40337,412,123174,0
101537,721,50653,1
86504,584,51072,0
67614,353,127214,0
111428,624,46302,0
111155,757,82011,1
20281,564,111452,0
47420,681,36898,0
100896,512,108620,0
59030,632,22889,0
21058,309,147024,0
106213,657,50985,0
96260,502,79106,0
48404,357,65139,0
49856,793,13897,0
29200,809,23798,0
84178,522,10656,0
53997,668,17193,0
45611,717,141219,0
61235,846,131474,0
55057,402,107748,0
21239,460,149501,0
85661,499,88366,0
65272,459,68628,0
109393,435,138474,0
81212,697,10642,0
35398,691,88746,0
76503,405,12918,0
26638,353,123535,0
26570,576,119438,0
88785,410,26061,0
29110,523,121408,0
99141,374,25215,0
32115,805,125148,0
59062,313,118613,0
42911,781,61098,0
52556,488,73764,0
98131,663,98271,0
21969,538,145515,0
63753,700,128816,0
102811,603,44276,0
24470,390,36711,0
30225,691,44764,0
43196,483,9844,0
33669,316,112181,0
57380,311,107539,0
68320,465,29630,0
67414,445,90132,0
35577,581,106510,0
108009,848,22025,1
75409,468,9839,0
48625,469,43937,0
101040,645,118074,0
44089,798,51660,0
56487,759,120911,0
85838,596,38260,0
116999,441,101200,0
114795,352,28206,0
70138,417,60763,0
62823,664,88059,0
57208,435,11794,0
74061,713,122973,0
50659,376,46961,0
51890,317,90801,0
99134,702,16736,1
67055,504,64395,0
39508,798,85338,0
62287,623,119946,0
98916,580,84757,0
46984,465,74385,0
28125,542,70285,0
56059,778,125862,0
89569,463,140688,0
37087,623,95100,0
25704,507,70659,0
80576,614,72713,0
93384,603,51811,0
107128,538,68387,0
92460,523,138196,0
47208,387,106558,0
105150,836,72949,1
86024,728,11089,1
59882,519,10833,0
45923,574,54308,0
49165,365,47083,0
87203,722,120605,0
111749,554,84674,0
24114,424,6702,0
84965,445,26773,0
56321,684,148497,0
93297,746,43575,1
116652,686,25098,0
119304,682,77519,0
45426,576,133699,0
37772,681,7397,0
23712,423,31770,0
21367,566,43222,0
111736,410,98737,0
71924,680,54033,0
23726,457,70879,0
109152,847,83475,1
47723,417,20950,0
29108,627,101081,0
97714,367,53787,0
55643,733,93768,1
51324,658,95150,0
103360,742,100551,0
28927,463,111350,0
113680,660,132943,0
116546,418,67926,0
42443,494,9986,0
99973,540,83485,0
83449,808,136307,0
96743,441,144065,0
80233,330,75760,0
45537,522,70587,0
97576,565,80108,0
42612,581,13498,0
113977,680,50066,0
26471,361,94529,0
55631,820,17485,1
112059,370,74136,0
51348,835,51264,1
84732,439,50606,0
21177,615,41346,0
24760,639,108865,0
52779,827,120192,0
41636,840,128016,0
101889,715,58166,1
73551,766,44075,1
31556,674,83675,0
47598,590,108446,0
31563,342,9806,0
66819,352,34357,0
93770,531,63877,0
111055,511,115137,0
46966,307,58155,0
101709,782,63051,1
79889,341,129503,0
46987,632,78147,0
98714,532,132117,0
78348,369,81742,0
44596,315,102486,0
53174,368,137779,0
84106,352,27290,0
89967,678,89875,0
79182,762,24311,1
113300,826,53175,1
107163,362,7720,0
59310,560,40790,0
76088,799,86285,1
28906,420,120066,0
56914,539,95328,0
65379,764,27442,1
98612,406,28802,0
57650,479,17721,0
66881,315,40757,0
66413,654,96402,0
26012,608,6939,0
70115,480,124382,0
27151,473,36989,0
77716,653,135404,0
113747,653,78251,0
112653,518,19454,0
56378,614,137449,0
62652,733,40523,1
92430,581,35807,0
33467,558,23467,0
51010,304,42177,0
74691,693,148359,0
84157,635,53667,0
32289,362,148910,0
64976,343,60259,0
63596,452,41872,0
43171,455,15522,0
106365,777,119108,0
119590,574,45425,0
64139,657,10478,0
68713,725,98873,1
49734,831,56793,0
92588,782,10025,1
83646,513,12764,0
23654,378,74036,0
109022,438,100062,0
38743,397,36521,0
68368,497,33807,0
110025,455,23013,0
94172,349,16311,0
26441,778,85483,0
44611,527,14041,0
32149,756,76796,0
79189,821,28306,1
41675,448,94086,0
91031,357,97151,0
62668,461,147499,0
33673,776,83359,0
96666,406,134428,0
108204,726,67960,1
100758,694,68741,0
85429,485,64000,0
43669,745,32207,0
54068,747,8936,1
108789,386,56775,0
29435,548,23674,0
114088,739,19374,1
72249,556,101128,0
57384,576,120040,0
101929,737,132401,0
96153,815,114644,0
95388,501,34181,0
51401,479,147852,0
91831,624,57994,0
54084,774,25402,1
75826,699,77778,0
56451,516,129889,0
27227,752,98057,0
51910,703,6052,1
56041,539,20400,0
108920,485,66980,0
85681,347,90483,0
101571,685,30699,0
85481,507,39111,0
88576,456,66065,0
84174,524,127378,0
46160,443,86798,0
37633,718,113732,0
114880,410,57404,0
37014,764,65736,0
100532,431,130210,0
69104,633,28942,0
61621,374,33696,0
97231,711,27319,1
88388,818,42123,1
36014,335,27642,0
112578,522,75083,0
53755,829,110219,0
60390,540,90639,0
43711,433,80279,0
111658,690,117033,0
77993,401,28407,0
94696,797,9445,1
47213,810,118443,0
77784,836,122606,0
27421,844,121801,0
106936,642,137214,0
119073,305,54897,0
37727,493,93071,0
24358,436,72266,0
85108,772,66466,1
114018,515,140195,0
52117,648,23898,0
108700,482,121457,0
51910,467,50946,0
118032,337,122174,0
75754,770,79504,1
82438,751,144064,0
49371,789,126132,0
71501,441,60173,0
80946,402,15125,0
58467,341,79165,0
37625,446,14226,0
53893,365,9702,0
96329,492,136713,0
51007,597,40942,0
111302,337,127341,0
59532,801,8875,1
74253,727,135140,0
32323,651,130797,0
93379,625,139684,0
34210,337,77598,0
36456,396,93240,0
51367,407,71998,0
74624,450,82510,0
30106,373,103814,0
88008,356,39924,0
92240,634,138991,0
84315,551,77168,0
89249,553,79460,0
90587,684,48910,0
30756,755,39005,0
88011,558,88400,0
56378,764,135634,0
24255,333,15657,0
34484,794,23394,0
76549,625,77433,0
54503,537,43397,0
93794,840,124445,0
65113,765,28874,1
94069,603,28670,0
118117,416,147023,0
25249,506,83905,0
39201,780,35836,0
78576,702,147760,0
29686,532,22202,0
