Id,Location,Size,Price
1077,Denver,1347,380774
1078,Seattle,4871,368892
1079,Miami,2020,277350
1080,Miami,1143,1266529
1081,New York,3853,142010
1082,New York,3812,1302413
1083,New York,1104,268929
1084,Dallas,1865,138430
1085,San Diego,1169,1272882
1086,Dallas,4144,1117704
1087,Denver,3375,1344584
1088,Denver,2532,1459033
1089,Chicago,4004,819824
1090,Dallas,4726,921072
1091,New York,4663,212329
1092,Chicago,4965,580769
1093,Austin,2364,878558
1094,Miami,3495,107520
1095,Chicago,2546,1263581
1096,New York,1427,639791
1097,Denver,2216,140826
1098,Los Angeles,3482,913729
1099,Miami,3247,948886
1100,Boston,611,602018
1101,Dallas,3657,1494866
1102,Miami,603,767806
1103,Austin,4701,800610
1104,Denver,4550,989927
1105,New York,4073,832574
1106,New York,3192,364677
1107,Denver,1046,1007774
1108,Boston,3243,108643
1109,Seattle,4136,206972
1110,Austin,4148,1205126
1111,Austin,637,777760
1112,Boston,2013,964797
1113,San Diego,2897,343460
1114,Los Angeles,1886,954648
1115,Denver,3350,659789
1116,Austin,1188,183420
1117,Miami,662,382070
1118,Miami,4911,1116016
1119,Austin,4346,151788
1120,Los Angeles,2817,729641
1121,Miami,1078,819641
1122,Seattle,3506,1357859
1123,San Diego,3131,794492
1124,Seattle,4693,832248
1125,Austin,1180,1331535
1126,New York,4642,1200296
1127,Dallas,3182,967921
1128,Miami,2205,683294
1129,Dallas,644,248765
1130,Denver,1436,1336548
1131,Boston,1158,767598
1132,Los Angeles,4434,124788
1133,Seattle,4689,136908
1134,Dallas,3762,1059512
1135,Seattle,1852,995212
1136,New York,1682,1336407
1137,Miami,3126,731098
1138,Austin,4934,178912
1139,New York,4019,1224773
1140,Dallas,3131,530677
1141,Denver,1148,693564
1142,Los Angeles,3814,494414
1143,Austin,4842,893029
1144,Austin,4299,259503
1145,Austin,3200,260243
1146,Seattle,4362,1123434
1147,Dallas,1258,550277
1148,Miami,1896,438857
1149,Denver,4934,735751
1150,Boston,3308,454910
1151,Los Angeles,4466,815768
1152,Denver,699,752561
1153,Seattle,1552,465615
1154,Dallas,864,1275061
1155,New York,1461,799725
1156,Los Angeles,2083,500784
1157,Austin,2397,1293835
1158,Seattle,3182,713262
1159,Miami,3018,1034148
1160,Chicago,3767,467845
1161,Dallas,2931,1149127
1162,New York,1210,1456914
1163,Dallas,1379,669990
1164,Dallas,4508,580244
1165,Austin,3412,1399230
1166,Seattle,2698,1120601
1167,Denver,1836,370587
1168,Boston,4084,438604
1169,Seattle,1301,575157
1170,Chicago,3749,1138527
1171,Austin,2972,1209969
1172,New York,3553,213361
1173,Los Angeles,4014,438412
1174,Miami,618,102619
1175,Dallas,783,1487497
1176,Boston,3318,414412
1177,Denver,3316,535061
1178,Los Angeles,3149,1477187
1179,Boston,3892,1412897
1180,Dallas,2732,1017384
1181,Chicago,2225,485287
1182,Seattle,3440,1341723
1183,Miami,1533,459491
1184,Los Angeles,1394,1001631
1185,Austin,4547,1211501
1186,Miami,2060,1446630
1187,Austin,4673,811019
1188,Los Angeles,2812,378871
1189,Miami,1412,294788
1190,Austin,2646,1271167
1191,Seattle,795,1388502
1192,Chicago,904,788283
1193,Denver,4767,1267915
1194,Chicago,1924,133974
1195,Denver,728,262613
1196,Miami,1921,786551
1197,Miami,3573,374245
1198,Austin,2315,1103141
1199,San Diego,4337,223266
1200,Denver,2771,832554
1201,Austin,1130,119368
1202,Austin,2894,465681
1203,Boston,744,575606
1204,Seattle,2532,174506
1205,Los Angeles,1266,1224712
1206,San Diego,3414,743718
1207,Seattle,3416,499273
1208,Seattle,3807,532323
1209,Dallas,2511,1093153
1210,Austin,3048,1121411
1211,Los Angeles,2463,1021520
1212,Dallas,2067,1029126
1213,Boston,676,944980
1214,Seattle,4779,208072
1215,Dallas,4467,233769
1216,Denver,2733,534599
1217,Los Angeles,4562,1024103
1218,Chicago,1571,1124914
1219,New York,2933,963861
1220,Dallas,1328,100105
1221,Boston,798,733065
1222,Seattle,2491,1443333
1223,Seattle,2447,804344
1224,San Diego,4274,1218697
1225,Miami,4910,1185293
1226,Austin,2344,1468742
1227,Chicago,606,1435004
1228,San Diego,4633,827209
1229,Miami,1486,415194
1230,Austin,4730,1106679
1231,Dallas,1709,118768
1232,Denver,2259,1193571
1233,Boston,1650,1170462
1234,Dallas,3364,361750
1235,Seattle,638,280878
1236,Austin,1006,1202253
1237,Boston,2323,208976
1238,San Diego,2149,918785
1239,Dallas,4292,1354865
1240,Austin,4498,1397304
1241,Dallas,730,1083797
1242,Austin,3289,1442442
1243,Miami,2331,533105
1244,Boston,1211,417793
1245,San Diego,4648,1446590
1246,Denver,2641,459799
1247,Denver,1860,685801
1248,Miami,2671,1016497
1249,Denver,1847,796157
1250,New York,1578,1485920
1251,Denver,1571,281020
1252,Dallas,4783,1086188
1253,Chicago,1410,416995
1254,Denver,1012,633618
1255,Miami,4637,1185467
1256,New York,1174,1141272
1257,New York,1709,405345
1258,San Diego,3515,1036404
1259,Dallas,3888,413677
1260,Chicago,1029,155310
1261,Denver,1815,632460
1262,New York,3968,602023
1263,New York,4506,463670
1264,Los Angeles,2181,1063867
1265,Miami,2512,588796
1266,Boston,2484,1466078
1267,Austin,2581,807984
1268,Los Angeles,3989,1078897
1269,Seattle,2080,578579
1270,Miami,4628,1429394
1271,Los Angeles,4662,467028
1272,Denver,1568,316692
1273,Dallas,1925,1165181
1274,San Diego,612,679614
1275,New York,2542,550913
1276,Boston,1905,1087951
1277,Dallas,2613,841064
1278,Denver,1045,530758
1279,Austin,3062,948864
1280,Los Angeles,1242,1487432
1281,Denver,1849,294031
1282,San Diego,3782,493864
1283,Austin,2377,1053279
1284,San Diego,3960,762258
1285,Seattle,1695,252979
1286,San Diego,4057,312432
1287,San Diego,3253,687001
1288,Los Angeles,2525,1319317
1289,Miami,1964,685478
1290,Los Angeles,3318,832152
1291,Chicago,1085,1012533
1292,Seattle,3083,245002
1293,New York,3694,750289
1294,Seattle,2521,289128
1295,Seattle,1726,978372
1296,Miami,2655,370510
1297,Boston,3121,757426
1298,San Diego,3154,655857
1299,New York,3721,684859
1300,Dallas,4278,871493
1301,Miami,2554,812686
1302,San Diego,4724,182404
1303,New York,701,818154
1304,Seattle,724,277763
1305,Denver,4714,1070084
1306,Chicago,2590,1190710
1307,Denver,3734,590006
1308,Los Angeles,4111,302895
1309,Denver,3053,744722
1310,Los Angeles,2673,1144926
1311,San Diego,4210,725765
1312,Miami,2471,599729
1313,Miami,3256,927494
1314,Denver,2194,213810
1315,Boston,4923,997429
1316,Seattle,3768,869568
1317,Dallas,3442,1343596
1318,Seattle,2948,634930
1319,Miami,4125,1339102
1320,Seattle,4609,104815
1321,Los Angeles,3875,767536
1322,Dallas,1954,1008954
1323,Austin,811,829167
1324,Dallas,3288,1448835
1325,Denver,3066,569719
1326,Dallas,3530,1429316
1327,Chicago,2783,1247348
1328,Los Angeles,3839,1196401
1329,Boston,4132,602292
1330,Dallas,3175,632559
1331,Denver,4338,1434724
1332,Dallas,3523,391322
1333,Denver,3965,205835
1334,San Diego,3973,1416262
1335,Seattle,4007,827632
1336,Denver,2370,970310
1337,Denver,2931,524557
1338,Chicago,1196,1033584
1339,Boston,979,691791
1340,Chicago,4248,1289546
1341,Miami,4725,1132282
1342,Denver,2334,927988
1343,Denver,3316,136499
1344,Denver,3490,1235202
1345,Los Angeles,1862,919560
1346,Boston,1182,1423529
1347,New York,2216,453670
1348,Miami,1445,850759
1349,Miami,4652,612549
1350,Austin,3033,224084
1351,San Diego,3475,605145
1352,Seattle,2960,166246
1353,San Diego,4788,1096524
1354,New York,1998,756807
1355,Dallas,3085,203738
1356,Los Angeles,1472,1193348
1357,Dallas,3465,340553
1358,Los Angeles,2670,1402048
1359,Seattle,877,551884
1360,Austin,1714,619263
1361,Austin,1997,1136841
1362,Austin,4596,1319004
1363,San Diego,2360,248226
1364,Denver,2078,1099245
1365,Dallas,4363,739055
1366,Denver,2993,1437714
1367,Dallas,2476,231035
1368,Chicago,2882,919557
1369,Boston,1978,845937
1370,New York,2389,1090810
1371,Miami,2625,963159
1372,Denver,1479,1168460
1373,Miami,3855,423306
1374,Los Angeles,3520,1088192
1375,Chicago,3948,637996
1376,Seattle,3954,1099152
1377,New York,1246,526278
1378,Miami,4062,353559
1379,Austin,1476,848899
1380,Seattle,673,835217
1381,San Diego,4288,592760
1382,New York,1581,1168913
1383,Los Angeles,3454,893613
1384,Miami,1366,807254
1385,Boston,772,364953
1386,Chicago,2689,1173764
1387,Miami,4846,608912
1388,Denver,2438,610953
1389,New York,3444,305632
1390,Chicago,2018,648200
1391,New York,4229,207602
1392,New York,825,1180588
1393,Chicago,1710,974297
1394,Austin,2911,381345
1395,San Diego,2016,461338
1396,Seattle,4508,312221
1397,San Diego,3435,451192
1398,Los Angeles,1982,1401536
1399,Austin,3911,1092677
1400,New York,2169,764144
1401,San Diego,1855,835943
1402,Denver,4359,597213
1403,Denver,4879,633195
1404,New York,1425,324314
1405,San Diego,2327,1372896
1406,Austin,3968,957106
1407,Dallas,2852,440950
1408,Chicago,3854,219797
1409,Seattle,4577,1162936
1410,Austin,1606,1139991
1411,New York,1727,299889
1412,San Diego,1316,571489
1413,New York,3845,1459461
1414,Seattle,4245,732485
1415,Chicago,4697,162719
1416,Los Angeles,1421,314171
1417,Austin,3528,589641
1418,Dallas,1723,571801
1419,Dallas,793,443650
1420,Los Angeles,1782,888409
1421,Dallas,1566,1414855
1422,Boston,1765,893869
1423,Chicago,1985,1325555
1424,Chicago,3943,450044
1425,Austin,743,813431
1426,Chicago,1140,372338
1427,Austin,2565,547100
1428,San Diego,937,710892
1429,San Diego,941,1146240
1430,Austin,3314,914042
1431,Los Angeles,1479,1399914
1432,Austin,3834,330768
1433,Los Angeles,2793,1324455
1434,Chicago,3265,634984
1435,Seattle,4855,1270390
1436,Boston,4449,1275705
1437,Denver,4534,423409
1438,Los Angeles,1429,626578
1439,San Diego,1145,923053
1440,Miami,2001,1364654
1441,Chicago,2257,548605
1442,New York,1014,176862
1443,Dallas,4219,1260506
1444,Dallas,1522,1244644
1445,Boston,866,475690
1446,Seattle,1544,820741
1447,Los Angeles,3251,957046
1448,Dallas,3364,1470649
1449,Denver,2522,221068
1450,Dallas,3426,336080
1451,San Diego,3426,862683
1452,Chicago,4995,197348
1453,Boston,3668,1039459
1454,Seattle,3226,1119394
1455,Austin,4551,398228
1456,Boston,1521,122605
1457,Dallas,3007,1319655
1458,New York,4690,1375982
1459,Los Angeles,1094,254695
1460,Los Angeles,4368,136785
1461,Chicago,1016,501831
1462,Chicago,3587,1385859
1463,Seattle,1228,881869
1464,New York,2706,890933
1465,Los Angeles,2912,306744
1466,New York,4438,147286
1467,Dallas,1798,514673
1468,Boston,4805,512057
1469,New York,3518,762545
1470,Boston,1026,1472119
1471,Denver,3833,1191926
1472,Austin,1757,1429477
1473,New York,698,267606
1474,Chicago,3366,1023228
1475,Dallas,2571,395694
1476,Seattle,4969,1079971
1477,Austin,2683,223198
1478,Denver,2070,637268
1479,Seattle,3420,1211674
1480,Austin,952,510808
1481,Austin,1773,496781
1482,Austin,2307,491973
1483,Boston,3603,192730
1484,San Diego,2825,1001217
1485,Boston,2413,900056
1486,Los Angeles,1892,1332251
1487,Denver,3114,653118
1488,Chicago,1936,465420
1489,Miami,1472,658341
1490,Dallas,1636,225495
1491,Seattle,3535,906890
1492,New York,2835,1489535
1493,Seattle,3746,491544
1494,Austin,4318,996771
1495,Los Angeles,1903,617875
1496,Los Angeles,854,724338
1497,Miami,4113,384034
1498,Austin,3321,982893
1499,Miami,2497,317055
1500,Boston,4716,1043052
1501,Dallas,4542,141057
1502,Chicago,1404,990559
1503,Austin,3065,295161
1504,Chicago,4635,116101
1505,Austin,2182,1388463
1506,Austin,4553,721535
1507,Chicago,3161,620716
1508,Denver,3863,787760
1509,Dallas,1741,123216
1510,Austin,4053,396900
1511,Los Angeles,3099,868500
1512,Seattle,3025,989182
1513,Los Angeles,3623,690322
1514,Chicago,733,467613
1515,Chicago,3344,1330209
1516,Seattle,4060,1382367
1517,Dallas,3168,248620
1518,Chicago,2873,268194
1519,Boston,4511,646580
1520,Denver,1994,172347
1521,Dallas,2662,1329187
1522,San Diego,1122,584227
1523,Seattle,945,750499
1524,Chicago,2826,789979
1525,Austin,1619,919181
1526,New York,3910,450479
1527,Miami,3270,773224
1528,Denver,651,689099
1529,Seattle,4263,102165
1530,Miami,969,1409065
1531,Austin,4917,1272501
1532,Chicago,4278,976048
1533,San Diego,1062,278765
1534,Denver,1787,1107344
1535,Dallas,3458,716522
1536,Los Angeles,605,787785
1537,Dallas,4751,508633
1538,Boston,2757,110298
1539,Denver,2068,614490
1540,Denver,4197,740711
1541,Los Angeles,716,361283
1542,Seattle,3417,209785
1543,New York,995,568830
1544,Seattle,2319,204290
1545,San Diego,3742,148972
1546,Boston,616,1283580
1547,Boston,4841,378744
1548,Dallas,1915,715356
1549,Dallas,3878,1436006
1550,Dallas,3395,231383
1551,Austin,4442,515206
1552,Chicago,2976,915925
1553,Miami,3540,147724
1554,New York,1762,317668
1555,Boston,4877,1498119
1556,Seattle,3184,1340933
1557,New York,4562,1063738
1558,Chicago,2056,1070090
1559,Los Angeles,3522,933147
1560,New York,3217,913615
1561,Seattle,1082,305201
1562,Los Angeles,4861,1278257
1563,Los Angeles,4022,290300
1564,Miami,3340,1020833
1565,Chicago,1293,396664
1566,Austin,3702,1323664
1567,Miami,4152,740632
1568,Chicago,4908,1471968
1569,Chicago,1050,1030359
1570,Denver,4848,373432
1571,Seattle,4943,673799
1572,Chicago,4351,500778
1573,Chicago,2334,334266
1574,Seattle,3140,616218
1575,New York,1031,893832
1576,Dallas,3704,557745
1577,New York,1913,661286
1578,San Diego,3552,159607
1579,San Diego,1641,873112
1580,Austin,4784,1098173
1581,New York,2505,1314250
1582,Chicago,3763,178165
1583,Dallas,4695,630520
1584,New York,1993,1249490
1585,New York,4270,1378987
1586,Los Angeles,3781,981718
1587,Seattle,3910,1143244
1588,Denver,1504,570638
1589,Denver,4945,261543
1590,Austin,4335,1253360
1591,Seattle,3335,997979
1592,Seattle,4268,1431520
1593,Chicago,3275,455316
1594,Los Angeles,4008,1232256
1595,Austin,1215,911262
1596,Seattle,2320,327112
1597,Los Angeles,3210,876366
1598,Los Angeles,3213,420002
1599,Seattle,4070,1447445
1600,Chicago,2422,159647
1601,Chicago,1102,1397526
1602,Dallas,3166,141181
1603,Austin,1449,1214980
1604,New York,4049,167219
1605,Denver,1296,1350988
1606,Dallas,3677,895247
1607,Dallas,1255,287700
1608,Los Angeles,3488,551650
1609,Los Angeles,1211,1302615
1610,Miami,4335,205709
1611,San Diego,4248,282223
1612,Boston,4974,497232
1613,Austin,2389,1474819
1614,New York,2819,596641
1615,Miami,2124,357854
1616,New York,3943,1278678
1617,Chicago,4767,641895
1618,Dallas,938,1316689
1619,Seattle,2450,177427
1620,Dallas,2467,1104779
1621,Miami,4415,404688
1622,Boston,3775,1321065
1623,New York,982,1483536
1624,Miami,2589,280412
1625,San Diego,4834,620909
1626,Denver,2166,1280389
1627,Seattle,1799,1392503
1628,Chicago,1938,1414051
1629,Chicago,3978,1442244
1630,Boston,1743,1065351
1631,San Diego,1391,777111
1632,Seattle,1834,427458
1633,Dallas,1280,626823
1634,Chicago,2274,1148171
1635,San Diego,1983,1403696
1636,San Diego,1074,735352
1637,New York,4824,849406
1638,San Diego,2382,447504
1639,Austin,4291,1329135
1640,Denver,3086,407664
1641,Seattle,4681,300001
1642,Denver,4644,1184829
1643,Austin,3199,1489336
1644,Chicago,2242,1418020
1645,Boston,4866,699095
1646,Boston,4567,806919
1647,Los Angeles,4942,946964
1648,Austin,3932,402112
1649,Seattle,3630,484807
1650,Chicago,4781,243222
1651,Seattle,1387,702681
1652,Austin,685,614685
1653,Denver,2051,1428134
1654,Denver,2606,1003181
1655,New York,1281,149328
1656,Boston,3126,255870
1657,Los Angeles,2378,928846
1658,Boston,1420,1318921
1659,San Diego,2133,1356006
1660,Dallas,4576,844455
1661,New York,2730,1258562
1662,Los Angeles,2327,656918
1663,Los Angeles,4013,778467
1664,Miami,935,423910
1665,San Diego,3589,1168225
1666,Dallas,1998,1302656
1667,San Diego,1355,582696
1668,Dallas,793,1499700
1669,San Diego,4637,203006
1670,Miami,4859,1388305
1671,Austin,2227,798421
1672,Los Angeles,4135,295975
1673,Dallas,1450,1448317
1674,Chicago,1942,1042363
1675,Los Angeles,1705,521482
1676,Denver,1709,1177882
1677,Austin,4318,450924
1678,Denver,1548,1325243
1679,Chicago,3885,1399057
1680,Denver,4478,919119
1681,San Diego,3514,1092037
1682,Los Angeles,1484,527504
1683,New York,4708,1493902
1684,New York,4726,570005
1685,Denver,2549,892685
1686,Dallas,759,193027
1687,San Diego,2605,840245
1688,Seattle,797,1262778
1689,San Diego,4477,864249
1690,New York,3861,1415359
1691,Denver,4026,333649
1692,New York,3814,1222572
1693,New York,4418,671174
1694,Los Angeles,4750,1184874
1695,Chicago,2499,576103
1696,Boston,814,683186
1697,San Diego,2027,1178940
1698,Dallas,1601,395348
1699,Los Angeles,1824,1205751
1700,Chicago,4276,595681
1701,New York,1853,1453269
1702,Los Angeles,2833,1361159
1703,Miami,2164,1249724
1704,Boston,3037,1082295
1705,Austin,1519,738590
1706,San Diego,3496,758132
1707,Dallas,4394,564693
1708,Chicago,4591,332813
1709,Austin,4173,498099
1710,Miami,1336,135073
1711,San Diego,1992,852919
1712,Seattle,1434,453326
1713,Austin,1531,328942
1714,Boston,981,1215914
1715,Denver,3137,520783
1716,San Diego,3726,297860
1717,San Diego,3699,891353
1718,Austin,4166,523102
1719,Seattle,3873,1053749
1720,San Diego,1517,614459
1721,Chicago,2139,1021297
1722,New York,1496,558677
1723,Denver,4016,251354
1724,Miami,3600,478453
1725,New York,3965,616072
1726,Dallas,849,1413321
1727,New York,3708,236981
1728,New York,4503,1001455
1729,New York,1114,158457
1730,Chicago,2206,1042601
1731,Dallas,3875,352962
1732,Denver,3233,1239757
1733,Chicago,2141,321628
1734,San Diego,2761,212734
1735,Denver,688,1020212
1736,Miami,2648,799074
1737,Boston,2814,457163
1738,New York,4796,129456
1739,Dallas,4066,1216353
1740,Los Angeles,3885,829274
1741,Los Angeles,2913,259874
1742,Boston,1481,391388
1743,San Diego,3727,902138
1744,Austin,1721,353180
1745,Boston,2451,644583
1746,Boston,3025,403749
1747,Dallas,1649,1458692
1748,Chicago,2198,1247021
1749,San Diego,1893,1339950
1750,Miami,3273,546871
1751,Boston,3960,928563
1752,Los Angeles,2784,1444583
1753,Los Angeles,3051,1165866
1754,Dallas,1182,121190
1755,New York,833,1041958
1756,Dallas,3426,432862
1757,Austin,640,799780
1758,San Diego,4653,994052
1759,Austin,3966,394323
1760,Denver,3176,234892
1761,Austin,4650,897429
1762,Los Angeles,1166,416809
1763,Boston,4645,1005134
1764,Boston,3609,287483
1765,Seattle,3281,795836
1766,San Diego,1786,374432
1767,Los Angeles,821,1325272
1768,San Diego,2615,1181217
1769,Seattle,3319,951090
1770,New York,1644,327185
1771,Los Angeles,3784,864992
1772,Seattle,2503,1009354
1773,Chicago,3838,989995
1774,Dallas,1276,274369
1775,Austin,4329,403886
1776,Denver,3519,398909
1777,Denver,671,1044179
1778,Denver,3916,607347
1779,Miami,4986,449980
1780,Seattle,2805,601347
1781,San Diego,2265,1058997
1782,Dallas,3907,1031384
1783,Denver,4274,1316839
1784,San Diego,1859,1342307
1785,San Diego,3993,1412168
1786,New York,719,595711
1787,Miami,3327,1363296
1788,New York,3221,1473006
1789,Chicago,2370,226041
1790,Chicago,2064,593583
1791,Los Angeles,4593,351697
1792,Denver,1613,1274908
1793,Austin,713,604889
1794,Austin,2642,666079
1795,San Diego,2087,1490356
1796,Miami,4578,415893
1797,Boston,3582,716272
1798,Dallas,4665,1181673
1799,Austin,1932,958140
1800,Boston,1792,603754
1801,Austin,1422,1442199
1802,Seattle,1468,904533
1803,Dallas,3710,132872
1804,Austin,1716,598981
1805,Miami,2695,1495611
1806,San Diego,4876,1485020
1807,Austin,4343,1172912
1808,Seattle,2540,1471064
1809,Austin,783,813943
1810,Chicago,1560,302596
1811,San Diego,4819,287255
1812,New York,4480,711520
1813,Miami,2100,585094
1814,Boston,1785,481449
1815,Chicago,3482,1376289
1816,Austin,2956,1027082
1817,Chicago,1768,1385162
1818,Boston,4447,254863
