year,mileage,engine_size,price
2019,41528,1.5,13838.26
2022,183224,2.4,25846.09
2022,9513,2.0,29496.94
2006,171506,3.7,2000.0
2015,174776,4.7,5518.25
2017,72901,1.8,24115.72
2015,60922,1.4,7643.0
2008,104936,3.0,8975.03
2019,100071,2.6,11974.61
2015,100378,1.1,2000.0
2022,50293,4.7,15665.83
2020,99381,4.8,11286.35
2014,55272,4.4,17286.17
2016,8670,2.1,2824.34
2017,27809,1.5,13125.35
2013,18069,3.4,17323.17
2017,95447,2.1,28887.75
2010,118179,1.8,9285.3
2010,99675,3.6,9886.55
2015,136531,4.0,2000.0
2023,159548,3.1,25372.25
2015,62289,2.3,2000.0
2014,27177,3.1,20574.88
2019,3423,3.4,14079.94
2017,61001,1.2,19106.85
2012,151432,2.8,4762.91
2009,198006,3.4,2000.0
2006,161304,1.5,2000.0
2020,44940,2.8,25501.15
2017,136433,2.4,4815.22
2023,1401,4.5,9919.53
2013,66948,3.0,2000.0
2019,22814,2.7,11124.82
2010,3230,2.0,2000.0
2012,105825,4.8,14498.46
2018,104153,4.8,20848.16
2009,108998,2.5,2000.0
2021,38824,4.7,18250.19
2011,119410,3.5,9285.0
2013,50416,4.1,2000.0
2020,100563,1.4,14072.74
2022,191061,1.1,9288.9
2017,71812,3.1,22088.32
2022,196363,1.3,3952.66
2014,58876,4.6,16423.51
2005,55572,4.3,2531.88
2022,87304,3.9,10459.84
2023,88668,1.1,17924.73
2006,114266,2.8,9003.64
2008,193168,1.3,2000.0
2015,75111,4.7,2000.0
2007,73367,3.5,2000.0
2013,180890,1.6,3343.04
2014,194695,3.2,5606.83
2006,68348,1.5,5445.46
2011,166315,1.6,6363.82
2019,23357,1.3,5373.64
2023,199708,4.5,6240.08
2014,113234,3.2,13778.09
2018,85321,2.3,30297.57
2008,37783,1.0,19383.14
2015,125985,2.9,15098.16
2007,51703,3.1,2000.0
2021,116839,2.3,14665.05
2011,88557,2.9,4335.02
2015,195954,1.4,2000.0
2022,65923,4.7,12216.76
2018,153320,2.0,2000.0
2018,64748,4.8,19889.21
2010,162526,3.0,6403.98
2013,78728,4.4,18435.62
2007,117849,3.3,2000.0
2021,2380,4.4,5109.94
2016,123256,1.0,2000.0
2008,168175,1.7,2000.0
2020,94389,2.4,19666.87
2014,743,2.2,21886.78
2011,40124,4.8,2000.0
2014,144200,2.6,3001.01
2011,118174,4.9,10589.36
2022,181292,3.6,28336.98
2013,189424,4.3,17503.47
2022,45653,2.6,27924.65
2021,46072,1.8,20908.51
2015,122214,1.2,13348.75
2005,41302,3.6,10074.75
2021,77011,4.9,35182.11
2008,106452,1.5,11997.64
2008,31898,4.1,18346.72
2018,103620,2.5,25600.59
2013,17889,5.0,14096.2
2017,142024,4.5,11789.18
2020,45985,1.9,29700.0
2005,183049,4.1,2000.0
2007,74106,3.9,20716.0
2023,60139,4.1,11723.43
2012,8897,1.3,13961.94
2022,18798,4.2,16153.47
2010,5656,2.0,7660.27
2010,156418,3.4,16895.8
2009,12193,1.5,2000.0
2016,136219,3.2,2000.0
2013,126474,4.6,2000.0
2013,102748,1.7,2000.0
2021,144501,4.4,7734.12
2023,173263,2.7,2000.0
2021,83366,2.3,11390.63
2020,159836,1.2,2000.0
2016,63628,3.1,4026.96
2007,133474,1.8,2000.0
2018,5642,4.8,16930.29
2021,83746,2.0,5803.14
2020,7918,3.3,14383.52
2016,118535,3.2,2419.51
2006,114438,2.3,14950.77
2012,148548,4.4,2000.0
2016,21061,1.7,15399.03
2020,116408,4.3,15412.83
2012,181106,1.8,7232.07
2020,183714,1.2,8441.5
2014,161501,4.8,4310.92
2019,169637,3.5,13750.4
2008,20215,3.5,15216.4
2019,120148,2.1,2000.0
2008,113613,1.6,2413.76
2015,172336,3.8,2000.0
2010,56098,3.1,17330.6
2008,68764,2.3,2000.0
2013,93271,2.3,2000.0
2013,140515,4.6,2000.0
2007,123816,4.6,2000.0
2009,39276,2.1,6060.65
2019,31711,4.2,2536.97
2013,175749,1.9,5894.89
2006,190547,4.2,2000.0
2007,167129,1.5,2000.0
2016,39764,4.0,2000.0
2020,4844,3.2,10397.57
2009,107181,1.5,3733.82
2014,102539,3.5,18961.84
2019,24630,1.8,17231.74
2018,85132,1.8,14794.76
2018,151625,2.8,29198.9
2017,101510,4.9,17766.11
2020,174987,4.6,2000.0
2012,146236,4.3,11788.55
2012,190360,4.4,2000.0
2021,17025,3.0,13481.77
2021,4839,2.5,22404.59
2007,38937,4.5,12087.77
2005,113074,1.3,2000.0
2021,46660,5.0,42442.62
2020,196669,3.2,2000.0
2021,115911,3.2,11091.19
2006,33260,2.2,5300.16
2018,96200,1.7,13298.12
2011,23206,3.7,11201.38
2023,55763,2.4,20463.87
2005,83059,2.2,2000.0
2021,152946,1.6,2000.0
2014,6794,3.1,15854.32
2010,148711,3.4,2000.0
2011,166335,2.8,10268.28
2010,117973,1.0,5376.68
2009,182479,3.0,2000.0
2006,41961,2.1,9074.76
2022,197733,1.6,2000.0
2021,85801,3.3,18564.8
2011,184329,3.7,5873.75
2023,11736,3.1,6866.25
2011,164986,3.5,15570.51
2011,181010,3.4,8554.34
2020,59395,1.5,3583.82
2016,80338,1.9,17087.89
2019,114946,1.0,10909.47
2019,195280,4.9,12034.41
2015,79757,1.8,13844.02
2006,69385,4.3,22756.21
2007,65285,4.1,2000.0
2023,153886,3.8,11095.34
2019,120862,2.8,16237.51
2020,177839,3.3,15206.97
2005,135688,1.7,2000.0
2019,90100,1.4,3710.36
2016,197323,2.4,5738.12
2011,65659,4.3,4492.95
2011,67713,3.3,11537.69
2015,187113,4.1,8047.97
2015,195075,4.6,23242.19
2021,148959,3.2,13307.99
2007,46811,2.5,2000.0
2020,146181,4.4,16869.02
2009,187318,1.9,2000.0
2006,63387,1.1,2000.0
2011,133196,1.2,13521.13
2014,101558,3.3,16506.81
2009,67949,4.6,21297.06
2019,151843,3.3,2000.0
2016,6089,2.6,3941.6
2014,5833,3.3,5321.46
2021,146820,3.7,22492.84
2015,49308,4.0,19159.49
2012,42083,2.4,12666.24
2019,152459,2.5,11730.39
2006,115605,1.1,2000.0
2021,79674,3.6,27050.01
2010,1702,4.1,6302.58
2017,165505,3.0,4560.69
2012,21773,2.5,17171.09
2015,143497,2.3,2000.0
2019,38575,3.6,11508.05
2017,20098,2.3,7151.97
2022,72519,3.4,14437.92
2022,152566,4.7,28981.42
2021,128699,2.3,2000.0
2017,2397,1.3,7322.5
2007,26770,4.5,4003.86
2011,38222,2.1,2000.0
2016,181779,5.0,12241.67
2008,93737,4.4,2798.96
2015,49033,2.7,18503.88
2018,65879,3.5,10801.54
2022,78475,2.1,10976.94
2011,198152,1.3,2000.0
2009,15950,3.1,5242.76
2020,96081,2.7,4508.84
2015,48787,4.9,2000.0
2007,88768,3.4,2000.0
2020,191234,4.0,24019.74
2015,90150,1.5,2000.0
2014,95551,3.9,16972.54
2006,106350,1.2,2000.0
2020,127943,3.5,24326.03
2021,62926,4.4,2137.57
2014,4986,2.9,9597.17
2022,78485,1.9,30126.58
2016,131307,2.8,11586.62
2012,139065,4.4,2000.0
2007,145908,3.9,2000.0
2007,70760,3.4,2000.0
2010,164078,3.8,2282.87
2006,152380,4.3,2000.0
2007,65587,1.6,6714.23
2021,157803,4.4,14745.4
2013,75108,4.2,20136.42
2008,197664,2.9,15353.16
2006,8498,2.6,2128.36
2013,45066,4.7,17996.27
2018,177790,4.3,11878.98
2015,89529,5.0,7094.24
2006,150065,3.6,2000.0
2006,12485,1.1,21879.02
2009,69136,1.6,14022.41
2011,177195,4.3,2000.0
2008,46264,3.6,2000.0
2018,45606,1.8,20993.84
2006,36346,1.0,4158.4
2016,103865,2.1,2062.63
2014,166383,1.6,2000.0
2005,115192,4.5,6792.52
2023,123016,4.5,14453.79
2020,173334,4.4,8582.76
2019,53166,1.4,4518.72
2018,39075,1.5,19741.04
2013,167454,1.5,20309.11
2019,78675,2.0,26956.56
2011,103446,1.3,21510.08
2008,186295,4.9,2000.0
2022,4806,4.4,4509.92
2012,180730,1.3,2691.28
2016,29357,1.6,26488.17
2019,58877,2.0,8628.06
2019,110137,4.1,21983.07
2021,53155,3.9,32541.22
2006,58051,3.5,2000.0
2016,124503,4.6,12251.89
2007,73147,1.1,2000.0
2011,127117,1.6,5973.8
2010,157976,1.8,29098.14
2018,76742,1.2,2000.0
2009,97486,3.5,2671.29
2008,132779,1.8,11235.01
2019,182668,2.9,12315.1
2011,22290,3.7,17167.48
2007,84875,3.4,11400.62
2017,19311,2.2,14866.47
2014,181081,2.7,11109.55
2006,48175,2.4,2000.0
2016,2720,4.4,6004.11
2016,35790,2.7,2255.53
2023,81285,1.2,41097.44
2023,115066,3.5,32312.79
2007,90328,1.8,2000.0
2010,158544,2.4,2000.0
2006,22442,2.3,10497.97
2017,23802,1.3,10797.99
2013,185187,4.8,10563.4
2017,12721,3.2,2000.0
2018,35757,1.6,2000.0
2023,167670,3.2,5474.46
2015,159304,2.8,2000.0
2018,169243,2.4,2000.0
2020,157154,2.9,19544.77
2014,91402,3.7,22038.31
2020,1939,1.8,26034.31
2006,119382,3.2,2000.0
2020,31989,4.3,20431.35
2018,130404,1.9,2000.0
2022,73251,3.1,32120.14
2010,199394,4.9,4265.17
2011,14454,4.2,9605.01
2017,132449,3.4,16538.14
2006,35523,4.0,2000.0
2019,30807,3.1,2604.19
2021,18467,4.9,25221.89
2017,37177,1.7,2000.0
2011,143359,3.9,12351.81
2005,48667,1.0,2000.0
2007,143910,1.5,2000.0
2022,163137,3.9,14789.47
2011,55259,4.0,29733.6
2021,179939,1.2,6085.2
2016,36872,2.3,2000.0
2020,195942,1.5,2000.0
2014,10522,4.6,22119.39
2020,114108,2.8,10791.76
2022,160204,2.8,24728.04
2019,40425,4.3,2000.0
2015,5478,3.8,7666.25
2022,93873,4.7,14295.19
2010,190427,4.8,3396.28
2005,51793,2.3,2000.0
2011,5025,3.6,19085.2
2016,7764,3.2,25538.48
2008,198720,3.4,2192.47
2014,69036,3.5,12065.14
2006,95062,1.2,20004.31
2013,31521,4.6,2000.0
2014,171464,1.6,2000.0
2015,28807,2.7,13451.17
2018,193273,2.2,6330.28
2007,18013,3.2,20164.75
2005,11311,4.8,10866.6
2011,161699,2.6,2000.0
2008,80483,3.4,19879.19
2011,9041,1.6,2000.0
2020,187585,2.9,16399.07
2014,71796,4.7,4384.56
2019,23306,4.7,27783.75
2020,174899,3.2,3673.46
2010,89086,4.1,2000.0
2008,92151,1.0,15482.27
2008,142499,3.1,2536.84
2008,165150,3.9,14734.01
2021,78359,2.3,27968.26
2017,162285,4.6,7093.2
2006,129428,4.1,2000.0
2010,62960,4.1,4954.86
2005,63741,1.1,15888.55
2012,59000,1.7,2000.0
2022,27207,3.9,23114.0
2008,3936,3.2,2000.0
2009,51775,3.3,15889.29
2009,18674,1.1,7714.49
2019,180862,2.8,17142.6
2014,14374,4.1,28600.51
2012,96128,3.7,3541.33
2011,115040,3.3,2000.0
2016,127401,3.8,11553.67
2015,109644,4.4,24026.24
2017,146389,4.4,4369.85
2019,29181,2.8,13582.13
2021,142852,2.2,22602.35
2022,52994,2.5,9722.72
2012,20402,3.1,6904.22
2010,194979,1.4,2000.0
2015,154348,3.4,2000.0
2013,72778,2.8,2000.0
2009,124889,4.0,6200.54
2011,93057,2.1,2000.0
2019,1052,1.3,21337.53
2008,15400,4.6,8970.59
2023,61980,1.3,7456.93
2017,85483,4.7,23052.16
2005,25699,3.0,4792.36
2005,34111,1.2,22147.08
2018,61065,1.5,17398.73
2013,122378,3.1,5503.41
2016,81798,1.1,7948.29
2022,166763,4.7,10578.82
2013,108732,4.2,14286.14
2012,178269,3.0,11371.62
2018,52404,4.7,8283.18
2013,60736,2.0,15368.96
2006,125210,4.4,2000.0
2005,23942,4.2,25541.5
2017,150073,3.3,13702.06
2014,28696,2.3,2632.64
2012,22319,3.2,2000.0
2011,37123,4.8,23692.94
2016,182237,1.3,18064.14
2021,149383,1.8,6240.72
2016,158192,3.6,2407.48
2020,22642,3.7,23267.64
2014,70083,1.7,2000.0
2016,160443,4.2,2000.0
2015,105219,4.7,2000.0
2018,85639,1.3,2000.0
2017,196316,4.9,2000.0
2006,75279,2.1,2231.57
2011,165522,2.2,12974.68
2005,112033,1.2,2953.89
2007,23407,3.0,2000.0
2016,4445,4.8,17184.47
2009,113443,1.6,2000.0
2016,162168,3.3,19141.12
2007,117606,2.1,2000.0
2009,116801,1.1,2000.0
2005,132214,4.9,2000.0
2020,49897,3.9,30159.05
2013,196557,3.9,7448.97
2014,88071,3.7,20088.68
2014,67266,1.6,18803.24
2017,194274,1.8,7824.01
2020,61466,2.5,20240.1
2008,135195,5.0,2896.3
2018,199838,3.7,2000.0
2021,18898,2.8,2000.0
2009,116457,2.9,2000.0
2017,172139,4.7,4373.18
2007,45946,1.8,2000.0
2009,117174,2.3,2000.0
2020,74504,2.5,6396.08
2023,193501,4.6,11391.03
2023,139064,4.1,20014.18
2021,121132,3.4,8299.39
2022,55173,2.3,19114.66
2022,10125,1.8,2000.0
2012,153502,2.3,12459.43
2022,74165,4.7,29453.42
2013,9226,4.6,13982.01
2023,148292,2.7,7590.56
2014,4702,2.3,2000.0
2006,131713,4.5,3092.86
2021,35942,2.8,22469.0
2017,122341,1.2,11870.61
2015,186477,2.4,14855.79
2020,3875,3.4,35638.46
2011,172674,4.8,13927.14
2007,196394,2.7,2000.0
2020,130140,2.0,15268.69
2023,199456,2.5,2000.0
2020,147149,1.2,25308.64
2006,125797,4.6,2000.0
2018,134684,1.1,2000.0
2014,72598,1.0,11148.89
2023,189264,3.5,16147.53
2015,88240,1.6,4470.68
2022,66998,2.2,30340.21
2015,186186,3.0,2000.0
2013,170651,4.2,10867.39
2023,159477,2.6,2000.0
2014,77510,4.8,3898.26
2007,98814,2.8,15787.26
2007,34924,4.7,16567.9
2012,133991,2.8,2000.0
2010,72168,3.1,2000.0
2005,74460,4.8,2000.0
2010,194840,3.7,26039.2
2006,43910,1.6,2000.0
2023,34005,3.4,25599.69
2011,83400,1.9,10583.01
2015,130634,2.2,2864.16
2015,10657,4.4,24534.42
2008,18394,3.7,2000.0
2020,72433,2.1,2000.0
2009,38397,1.0,7859.62
2011,119445,3.1,19389.8
2020,23874,2.0,21997.58
2019,160945,1.1,3108.2
2009,23670,1.3,2000.0
2005,142023,3.7,2000.0
2013,195141,2.7,2000.0
2009,186424,2.0,18555.76
2010,146840,4.5,11142.48
2007,197185,4.3,2000.0
2010,155535,2.9,2000.0
2012,78905,2.1,22116.35
2010,30836,3.0,14495.38
2020,142760,4.0,16816.17
2020,17202,1.0,4703.59
2007,7188,3.5,8458.43
2021,53326,3.8,23889.61
2010,145207,4.3,2000.0
2010,34657,1.9,9063.34
2023,131630,1.8,4966.83
2019,183157,1.9,10077.18
2023,26195,4.7,7200.65
2006,14443,1.6,3575.63
2012,195358,4.1,5919.16
2011,23215,4.9,17992.02
2012,5949,4.8,4726.03
2017,40411,2.6,7606.07
2019,180293,4.4,14713.96
2016,115877,3.7,15029.75
2019,68438,4.5,21235.56
2018,62521,1.6,20520.31
2011,151796,4.1,26658.09
2021,71431,3.3,7262.54
2009,105854,3.2,2000.0
2014,22081,3.9,22472.28
2023,44732,2.1,18928.46
2022,129808,1.3,2000.0
2014,90182,3.0,11456.98
2006,87904,2.2,2000.0
2010,187939,2.0,2000.0
2007,91374,5.0,2000.0
2023,187971,1.8,3646.68
2009,133227,1.9,2000.0
2011,160975,2.3,11497.16
2011,160465,3.0,2000.0
2014,127277,4.5,11030.47
2005,177581,1.7,2000.0
2015,179306,3.5,8479.18
2011,122606,2.5,2000.0
2010,161173,4.2,15390.72
2010,145285,3.4,5782.0
2017,127927,4.2,19121.75
2020,135423,4.4,2000.0
2017,40236,4.6,29387.02
2006,13241,5.0,25024.68
2023,88987,3.5,29168.52
2023,153251,3.6,18069.18
2023,91659,1.6,9237.67
2022,47665,1.4,15032.78
2010,61242,3.0,10169.55
2006,4455,3.8,17022.94
2023,40459,2.0,2006.91
2010,60899,2.3,2000.0
2019,17597,3.8,33877.43
2010,55591,1.8,12494.35
2007,46209,3.1,2000.0
2015,9052,3.2,9411.3
2012,35691,4.7,26553.64
2022,17816,2.6,32898.54
2021,65876,1.8,2000.0
2023,56533,1.7,14016.92
2023,108873,2.2,2000.0
2021,14206,2.1,12279.71
2008,162590,4.0,17126.98
2011,132270,3.4,9880.88
2009,168136,3.7,9105.1
2020,179816,3.5,10160.47
2010,78566,2.9,8246.89
2018,122874,4.7,2000.0
2006,151649,4.3,2053.05
2022,179302,1.8,24813.05
2022,161320,2.7,19218.13
2017,107787,2.2,14496.65
2022,4934,4.0,25495.37
2021,155999,2.4,8383.21
2017,121298,3.6,5538.69
2016,25877,2.2,18279.38
2007,19471,1.7,15642.29
2011,169913,1.0,16157.41
2005,5853,5.0,2722.55
2009,36018,1.9,6846.36
2005,58501,4.3,2000.0
2008,257,4.3,18354.63
2005,115169,1.9,5721.03
2017,160743,2.7,2000.0
2018,135802,4.3,11996.76
2019,11305,3.8,8144.24
2021,181620,2.5,2907.36
2016,163188,4.8,5538.69
2011,120761,2.4,2000.0
2023,88979,1.8,17197.45
2007,153911,1.6,2000.0
2022,10818,3.8,15946.87
2008,6202,1.1,25160.59
2007,38946,4.4,2000.0
2016,17031,2.2,19074.62
2016,144370,2.5,2000.0
2021,126705,4.2,3470.23
2010,196383,4.3,2000.0
2019,190684,2.6,4629.8
2006,112212,3.2,2000.0
2012,161914,3.7,7063.82
2018,191170,3.8,10682.04
2009,152438,3.1,2000.0
2007,101890,4.4,2000.0
2014,93496,4.4,28814.94
2011,155129,4.4,23685.14
2015,137152,2.1,6851.58
2019,115446,2.0,9201.02
2006,31942,1.6,7593.6
2009,17016,4.3,2827.11
2015,24232,1.2,5963.86
2012,60928,1.5,2000.0
2017,131401,4.7,15701.68
2015,60363,1.5,28247.34
2021,161667,1.5,13222.05
2019,136518,4.6,8999.84
2005,77781,2.2,2000.0
2023,108670,4.5,18584.8
2020,115672,2.5,17182.58
2023,197276,2.5,2000.0
2017,125158,1.5,15169.94
2008,46094,4.7,24196.01
2015,14822,4.0,5560.55
2022,16825,1.9,27128.51
2022,183149,3.9,2000.0
2014,135092,1.4,2000.0
2021,153133,3.1,8437.41
2017,24849,2.0,17135.68
2018,184937,4.4,9650.62
2011,25602,3.0,11048.29
2014,94460,4.7,18049.89
2007,166966,3.3,13403.8
2006,35701,3.0,4001.75
2023,123327,3.8,24363.42
2011,19752,4.1,22504.92
2009,159341,1.1,2000.0
2007,160212,3.1,13981.51
2006,152711,4.1,4954.02
2010,195392,2.6,2000.0
2018,139138,1.2,6014.14
2011,77045,1.1,2000.0
2006,139333,4.2,7176.32
2015,92689,1.8,10767.33
2007,135657,1.7,2000.0
2013,53750,2.2,2000.0
2012,27632,1.4,2000.0
2015,38585,1.2,2000.0
2022,116,4.5,25409.56
2005,15616,2.2,18067.35
2019,83733,3.3,21349.92
2008,113246,4.4,9631.06
2008,29590,4.9,5883.74
2014,115591,3.8,2000.0
2015,196508,4.8,20198.41
2022,8685,2.7,26977.92
2019,69394,4.2,36376.93
2007,145210,4.8,3169.49
2011,96752,1.2,7862.49
2011,19067,2.3,8824.91
2021,184399,4.0,2000.0
2020,102034,2.3,24244.43
2020,170468,1.1,10376.59
2012,111186,4.2,9532.46
2007,38211,1.7,14771.54
2019,96516,2.3,23873.81
2005,40727,4.6,7971.28
2014,14464,1.8,4348.36
2006,180849,4.6,2000.0
2011,110875,2.7,2000.0
2018,146478,4.7,2610.95
2020,79035,4.5,28647.08
2019,64086,2.7,21787.52
2011,137869,4.7,2000.0
2017,4858,3.5,18152.95
2014,197445,2.9,2000.0
2013,198623,3.1,9636.36
2013,60796,1.3,16464.37
2010,65509,4.2,2000.0
2016,48393,2.2,13874.47
2018,138306,2.1,2000.0
2011,159526,3.9,2000.0
2012,196671,2.5,17502.63
2012,172061,3.1,3517.66
2012,28547,2.7,16434.45
2006,53804,3.0,13027.67
2018,55941,1.9,2000.0
2014,23567,4.5,17034.96
2022,2325,3.4,28735.09
2022,71386,1.9,18350.41
2022,55516,1.4,35401.94
2020,128192,3.1,6583.56
2009,21149,2.9,12973.97
2009,2879,4.7,4250.27
2014,100492,1.9,2662.25
2021,84701,4.5,17441.35
2017,82195,4.1,19086.12
2021,14908,2.9,23595.62
2022,17650,4.5,27246.51
2017,126853,4.4,22149.8
2021,72112,3.9,16118.51
2019,36872,1.4,6021.12
2016,113508,1.6,6305.76
2014,198927,3.4,17233.7
2017,96003,2.0,6320.17
2015,81951,3.2,7661.3
2007,115539,3.2,9298.67
2014,93311,3.3,2161.16
2015,55020,3.3,10659.35
2010,171560,2.5,2000.0
2005,77272,1.8,2000.0
2010,92460,3.1,12385.38
2009,44819,3.0,10534.13
2011,192553,2.1,2000.0
2016,194313,1.2,2000.0
2016,55347,1.8,28890.08
2011,121019,3.2,10111.37
2006,122099,3.1,20763.47
2005,61216,1.5,3627.2
2022,183422,3.4,22395.12
2016,65228,2.7,25102.02
2011,143703,3.6,2000.0
2023,154190,4.6,24377.33
2007,177846,2.2,2000.0
2014,60513,2.4,9185.02
2015,97347,3.7,24816.42
2009,56141,4.8,23376.15
2006,69659,2.9,2000.0
2012,11292,1.7,2885.35
2018,61265,4.7,12033.46
2012,45689,2.9,2000.0
2010,159955,2.8,18465.3
2005,152239,3.2,2000.0
2005,71,2.0,17250.51
2012,32234,4.1,8297.41
2015,136588,3.6,8893.17
2022,45037,4.8,25383.43
2014,8234,1.8,7704.15
2016,135432,3.5,7740.03
2020,100135,3.1,19934.45
2009,81965,4.6,7366.97
2020,90094,1.1,15118.44
2016,93753,4.0,20398.65
2010,40160,3.5,2000.0
2009,83595,3.4,19891.28
2005,105572,4.5,6095.26
2023,11544,3.4,15408.66
2014,6381,3.9,4378.54
2018,154200,3.6,7123.78
2007,137906,1.3,6727.26
2010,183247,1.5,2000.0
2009,60514,2.4,2000.0
2021,29398,3.7,24797.52
2022,153799,1.1,6229.56
2016,99316,4.1,10633.63
2009,86509,1.8,2000.0
2013,183731,3.2,34031.28
2016,7530,1.8,2000.0
2013,75733,1.7,5003.85
2007,162581,2.3,2000.0
2005,160481,4.7,2000.0
2019,84095,2.0,3693.95
2014,45598,1.2,2000.0
2018,98132,4.5,22386.17
2011,59130,2.8,17277.48
2008,175161,3.5,15705.66
2009,51524,4.5,7719.68
2020,187026,4.0,2000.0
2007,38996,4.2,13641.07
2021,152577,2.9,30949.86
2017,161204,3.7,14094.0
2010,163630,4.9,2000.0
2009,57202,4.6,11370.64
2020,24116,3.4,8488.75
2015,107960,1.3,5725.33
2021,76769,4.9,4625.95
2009,87064,1.9,2000.0
2010,9250,2.4,2000.0
2014,25547,1.6,24862.1
2005,59734,1.7,3154.15
2014,136527,4.2,13362.44
2021,179632,1.5,14872.36
2007,25474,1.8,2000.0
2006,42773,1.7,8326.98
2021,132574,2.5,4076.05
2008,162189,3.8,2000.0
2006,7042,3.6,2000.0
2009,30501,3.9,2000.0
2014,90454,3.9,15638.76
2005,151316,1.0,3295.22
2005,24242,3.7,12070.51
2008,109847,3.7,22211.35
2011,187743,1.2,14102.98
2018,56235,2.7,9479.11
2018,30766,1.3,12438.13
2022,189624,1.8,8670.17
2006,136082,3.0,2000.0
2005,153218,1.0,2000.0
2020,165979,1.4,4479.88
2022,196233,1.3,7763.13
2020,122023,1.5,21646.79
2010,111873,1.2,2000.0
2014,109293,3.4,15180.53
2006,188972,1.7,2000.0
2011,55270,4.5,11892.2
2021,94516,4.5,15927.33
2007,13960,3.8,2713.29
2016,192102,1.3,2000.0
2006,99456,4.6,2935.23
2011,167584,2.7,4970.79
2021,151077,1.7,14937.21
2023,195128,4.1,30235.49
2016,13472,2.4,20919.92
2013,194735,3.0,9317.63
2018,120578,4.0,2000.0
2006,126239,1.4,8100.18
2008,58316,1.7,6693.72
2023,114068,4.9,6205.37
2020,118416,3.9,20694.06
2021,11603,1.9,16595.43
2006,117754,3.3,2000.0
2021,173323,1.8,31670.68
2023,94425,4.5,12504.54
2012,163,2.8,12398.55
2010,100018,4.2,7483.86
2016,68998,4.9,18405.62
2022,10287,4.9,19920.75
2006,185537,1.6,2000.0
2023,189216,4.8,4747.72
2014,191181,2.1,2000.0
2007,6227,2.4,2000.0
2016,84580,1.3,2000.0
2020,50842,3.6,13826.34
2016,162862,3.6,5835.35
2012,33001,4.1,30752.75
2009,165716,4.8,4832.35
2015,172993,2.7,2000.0
2014,47951,2.6,2000.0
2007,71875,3.6,4409.37
2013,111497,3.7,6775.58
2016,50197,2.8,13808.49
2010,169931,4.7,8463.48
2023,163009,1.2,11131.33
2020,4481,4.0,17618.17
2018,37227,1.8,29121.17
2008,17791,3.0,20392.4
2022,131279,4.4,26682.94
2014,168210,2.3,2000.0
2022,89070,4.6,8810.78
2016,141016,2.8,8983.62
2023,98205,3.8,25843.29
2012,74223,3.9,13948.0
2005,148357,2.0,2000.0
2018,175630,4.6,2000.0
2010,26782,1.5,24974.72
2018,83669,3.4,5325.76
2006,188875,4.7,6826.56
2013,4489,1.1,5131.34
2016,140180,3.1,5212.41
2009,64430,2.0,13688.38
2006,72118,1.8,2000.0
2023,81274,1.9,22186.43
2011,139102,4.6,10362.63
2011,61603,2.7,14225.5
2014,21118,1.9,13019.84
2021,11593,4.7,37382.53
2018,67730,2.3,5756.72
2015,160511,3.9,2000.0
2010,108653,3.1,18125.53
2012,44592,3.7,16674.83
2023,177333,1.7,2000.0
2023,46652,3.7,18880.38
2021,135610,4.6,16337.31
2022,151514,1.4,2000.0
2016,135914,2.3,2000.0
2013,113393,4.9,5071.28
2020,91978,1.9,2000.0
2022,182023,1.2,2000.0
2020,171410,1.2,21578.92
2020,41464,2.1,30049.38
2008,82639,3.0,2000.0
2011,5773,2.1,2000.0
2005,113680,2.1,2000.0
2005,189290,4.3,2000.0
2012,35646,4.1,10769.18
2012,176409,2.2,30605.41
2014,15586,2.4,5406.87
2005,95651,4.9,2000.0
2018,174365,4.8,16388.81
2018,44180,4.9,21931.89
2014,115091,4.8,3732.09
2023,126633,3.5,6692.55
2020,76918,2.2,23127.91
2013,58039,4.9,2000.0
2020,123787,4.0,12835.96
2012,44807,3.8,16916.42
2011,27740,4.2,14446.85
2015,6772,3.4,18367.68
2010,39358,3.3,3321.9
2019,145719,2.4,14735.3
2023,16504,1.6,24424.36
2018,137532,2.8,16776.19
2019,137353,3.1,2000.0
2010,153318,4.5,9265.5
2014,117553,2.6,6487.05
2018,36499,4.5,11983.15
2020,46733,2.3,16513.75
2017,159563,4.8,2713.8
2015,44536,1.2,6857.39
2007,178944,3.1,7824.38
2012,182638,2.3,14329.47
2007,156488,2.2,15402.67
2006,137707,1.3,2000.0
2018,19189,3.7,19889.96
2019,194001,2.6,2000.0
2007,142570,4.8,2000.0
2005,60777,3.8,2000.0
2019,103665,2.8,17685.21
2006,181689,3.5,2000.0
2022,59200,1.3,27755.42
2005,10427,3.4,2000.0
2013,49555,3.7,18768.09
2007,96057,1.4,24383.17
2006,6570,3.7,14046.34
2008,24988,2.9,11328.27
2020,58881,2.9,2000.0
2005,184473,3.9,17579.06
2013,170186,2.8,28682.8
2012,8408,1.9,3154.56
2010,81210,2.2,2000.0
2022,123904,4.0,19596.33
2020,178678,1.3,18156.9
2012,176926,4.4,8272.92
2008,164645,3.3,13778.75
2007,183040,3.9,7645.14
2019,158457,2.4,10276.75
2010,156919,1.9,12229.19
2005,186455,4.2,2000.0
2022,129443,1.4,32181.55
2015,138492,1.7,8673.53
2007,42147,2.1,19168.76
2017,13806,2.4,4449.19
2021,4257,1.8,9338.55
2022,18696,4.7,23948.86
2018,34763,1.1,4671.57
2011,112467,4.2,27360.65
